#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
220,patrickneubauer,fuml-library-support,5,5,1159,186,7482,None,None,None,None,1471,5,164,186,1471,3,106,125
221,Mystouille,PragmaDemo,1,1,1158,1,85,None,None,None,None,1475,1,1,1,1475,1,1,1
222,afcarv,Xheep2011-2012,1,1,1158,2,1843,None,None,None,None,1476,1,2,2,1476,1,1,1
223,eXcellme,sylar,3,3,1159,7,45,None,None,None,None,1479,3,5,7,1478,1,1,1
224,cstipkovic,academic-works,6,6,1955,272,6181,None,None,None,None,1483,6,216,272,1483,1,1,1
225,blasedef,A-capacity-planning-tool-for-PEPA,10,10,1156,127,1953,None,None,None,None,1491,10,31,127,1487,1,1,1
226,Journeyer,hfdpcpp,2,2,1158,9,33,None,None,None,None,1497,2,8,9,1497,1,1,1
227,xinyu198736,somethingfrom2009,2,2,1272,3,4461,None,None,None,None,1498,2,2,3,1498,1,1,1
228,JCERTIFLab,jcertif-backend-2013,9,9,1157,298,388,None,None,None,None,1506,9,143,298,1506,1,2,2
229,pulipulichen,kals,16,16,1199,1156,48020,None,None,None,None,1509,16,877,1156,1511,1,1,1
230,DanielaKatab,Viajero,5,5,1273,8,72,None,None,None,None,1525,5,3,8,1528,1,1,1
231,KrbAlmryde,Homework,4,4,1315,34,6075,None,None,None,None,1530,4,28,34,1530,1,1,1
232,maorun,oauth2server,2,2,1159,16,37,None,None,None,None,1535,2,12,16,1535,1,1,1
233,yedir,aplicaciondemasacorporal,3,3,1280,6,56,None,None,None,None,1536,3,4,6,1536,1,1,1
234,modenl,CoStart,1,1,1272,11,285,None,None,None,None,1538,1,11,11,1538,1,3,3
235,AlexPerrot,GettingThingsDone,6,6,1156,430,515,None,None,None,None,1539,6,282,430,1539,2,8,12
236,mattdyer,PracticeSite,1,1,1159,3,565,None,None,None,None,1354,1,3,3,1354,1,1,1
237,branogoga,lezeckecentrum,5,5,1744,181,4745,None,None,None,None,1545,5,126,181,1547,1,1,1
238,barcharcraz,SMMM,5,5,1553,37,124,None,None,None,None,1551,5,22,37,1551,1,2,2
239,lennartblanco,zdc,2,1,1838,1077,736,None,None,None,None,1555,1,1077,1077,1555,1,4,4
240,ZuTa,StudyingController,9,9,1616,436,1045,None,None,None,None,1561,9,167,436,1561,1,9,9
241,fhjena,fhjenamaps,8,8,1612,165,1938,None,None,None,None,1569,8,73,165,,0,,0
242,scottplus,ChatServer,4,4,1559,26,12,None,None,None,None,1574,4,21,26,1574,1,1,1
243,alexmullans,Siftables-Emulator,11,11,1665,478,638,None,None,None,None,1579,11,171,478,1578,2,6,7
244,Extrem-mods,skrupel-v1.0,2,2,1665,15,200,None,None,None,None,1590,2,9,15,1590,1,1,1
245,friedrico,SkatProject,6,6,1563,37,22,None,None,None,None,1593,6,12,37,1591,1,1,1
246,fiedukow,evol,5,5,1608,151,261,None,None,None,None,1597,5,78,151,1598,1,2,2
247,remram,ch.hszt.guideme,2,2,1623,54,74,None,None,None,None,1602,2,32,54,1602,1,2,2
248,PatriceS,Medienprogrammierung,3,3,1580,122,365,None,None,None,None,1605,3,88,122,1605,1,2,2
249,olofsvensson,edna-kernel,2,2,1548,6,153,None,None,None,None,1607,2,5,6,1607,1,3,3
250,sqybi,Software-Engineer-Project,6,6,1561,67,183,None,None,None,None,1610,6,33,67,1613,2,6,7
251,pjazdzewski1990,TGS-III,2,2,1550,15,44,None,None,None,None,1615,2,14,15,1615,1,5,5
252,Johnnei,SchoolJohn,3,3,1594,51,1667,None,None,None,None,1617,3,28,51,1617,1,2,2
253,CAndD,Taller,2,2,1639,96,189,None,None,None,None,1621,2,74,96,1621,2,9,12
254,fenixon,tiponpython,18,18,1581,543,697,None,None,None,None,1634,18,193,543,1627,4,3,6
255,jeanmariefavre,asop,2,2,1569,9,135,None,None,None,None,1639,2,8,9,1639,1,1,1
256,danielsan80,goblins-web-service,2,2,1547,3,1689,None,None,None,None,1640,2,2,3,1640,1,2,2
257,weisseruebe,SE,2,2,1565,19,72,None,None,None,None,1643,2,15,19,1643,2,10,14
258,oberluz,marble,131,145,3475,8946,4525,None,None,None,None,1706,145,1506,8946,1664,3,30,32
259,hilander,doc,2,2,2267,134,126,None,None,None,None,1789,2,69,134,1788,1,2,2
260,motiver,motiver_fi,1,1,1697,432,4318,None,None,None,None,1790,1,432,432,1790,1,1,1
261,yellowskyscraper,Experiments,2,2,1909,50,38322,None,None,None,None,1792,2,26,50,1791,1,1,1
262,MathijsL,IKE-Project,3,3,1600,75,273,None,None,None,None,1793,3,39,75,1793,1,1,1
263,iamscottmoyers,gsim,1,1,1692,42,86,None,None,None,None,1796,1,42,42,1796,1,7,7
264,pawlew,Analiza-i-Modelowanie,4,4,1603,30,199,None,None,None,None,1798,4,12,30,1798,1,2,2
265,viveknallur,thesis,3,3,1674,140,388,None,None,None,None,1802,3,110,140,1801,1,1,1
266,zlphoenix,MyDemos,3,3,1494,5,488,None,None,None,None,1466,3,2,5,1804,2,61,64
267,tomwhitner,RSEG-102-Adv.-Java,3,3,1540,151,280,None,None,None,None,1806,3,145,151,1806,1,3,3
268,mikegostev,MAGE2AGE,3,3,2132,33,93,None,None,None,None,1809,3,27,33,1809,1,2,2
