#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
261,ThoranCheLadra,TP3,7,7,1227,116,862,None,None,None,None,3358,7,71,116,3357,2,6,7
262,apache,isis,34,38,4267,7246,125541,None,None,None,None,3382,38,2076,7246,3382,1,2,2
263,jbaron,cats,16,16,1231,495,17331,None,None,None,None,3406,16,316,495,3403,2,1,2
264,yuriykulikov,AndroidSerialPort,3,3,1196,14,65,None,None,None,None,3418,3,11,14,3418,1,1,1
265,HB-GSI,VIP2012,2,2,1267,24,187,None,None,None,None,3420,2,23,24,3420,1,1,1
266,IDCI-Consulting,SimpleScheduleBundle,3,5,1275,138,223,None,None,None,None,3422,5,119,138,3422,1,8,8
267,shamidi,SharedHereFork,11,11,1263,57,138,None,None,None,None,3427,11,25,57,3429,1,1,1
268,igoros,Drunk-Home,8,8,1238,50,692,None,None,None,None,3438,8,25,50,3438,1,1,1
269,jonasbb,freiesmagazin-contest-2012-12,1,1,1217,14,209,None,None,None,None,3446,1,14,14,3446,1,1,1
270,hugoleonardo,latex-engcomp,11,11,1405,422,2592,None,None,None,None,3452,11,174,422,3454,3,17,34
271,ClockWorkTeam,ClockWork,15,15,1215,2376,4406,None,None,None,None,3463,15,572,2376,3463,1,1,1
272,lesfurets,mdl4ui,10,10,1208,224,725,None,None,None,None,3477,10,88,224,3473,1,19,19
273,oalam,cours,2,2,1272,7,1870,None,None,None,None,3483,2,5,7,3484,1,1,1
274,berrzebb,halla2,1,1,1276,30,567,None,None,None,None,3485,1,30,30,3485,1,7,7
275,3rdstage,exercise,3,3,1246,468,16101,None,None,None,None,3487,3,283,468,3487,1,5,5
276,ReverseBitCoders,AndroSync,7,7,1826,129,317,None,None,None,None,3490,7,46,129,3491,1,3,3
277,xat,contao-rpc,4,4,1216,157,166,None,None,None,None,3496,4,128,157,3496,1,1,1
278,largerussiangames,ogre,91,91,2885,4484,9779,None,None,None,None,3500,91,1527,4484,3500,1,2,2
279,skieffer,sminthopsys,3,3,1706,378,1693,None,None,None,None,3592,3,205,378,3591,1,2,2
280,Laurent-B,Cakephp-2.2.2,2,2,1238,7,2058,None,None,None,None,3594,2,6,7,3594,1,1,1
281,juhoffma,jboss-soe,4,4,1232,52,2114,None,None,None,None,3596,4,47,52,3596,1,1,1
282,davros-,frameworks_base,3,197,1227,934,25928,None,None,None,None,3600,197,218,934,3600,1,2,2
283,lorenzosfarra,labs,1,1,1239,11,365,None,None,None,None,3749,1,11,11,3749,1,1,1
284,PeterLuschny,Fast-Factorial-Functions,3,3,1744,24,289,None,None,None,None,3750,3,17,24,3750,1,1,1
285,EsigelecPing41,Ping41,12,12,1272,165,3580,None,None,None,None,3755,12,32,165,3756,1,2,2
286,OmeGak,HybridKnapsack,5,5,1205,109,176,None,None,None,None,3765,5,79,109,3765,1,1,1
287,mengning,nezha,2,2,1223,77,57,None,None,None,None,3770,2,75,77,3770,1,1,1
288,m8ttyB,secretmustache,4,4,1217,97,346,None,None,None,None,3772,4,80,97,3772,1,1,1
289,jdkoftinoff,mb-gcc4-msli,6,8,2233,74,49379,None,None,None,None,3779,8,38,74,3777,1,6,6
290,WojtekK1902,neural-network,2,2,1262,65,82,None,None,None,None,3784,2,55,65,3784,1,3,3
291,jquequezana,ipmodule-quipux,2,2,1221,10,657,None,None,None,None,3787,2,9,10,3787,1,4,4
292,Canadensys,narwhal-processor,6,6,1210,122,160,None,None,None,None,3789,6,55,122,3789,2,3,4
293,Bobmcbobson,COSC310_project,2,2,1243,7,84,None,None,None,None,3794,2,6,7,3794,1,2,2
294,Jachobsen,jachobsen.github.com,2,2,1194,85,292,None,None,None,None,3796,2,78,85,3796,1,1,1
295,Orcomp,Orc.CollectionValidator,6,6,1209,45,106,None,None,None,None,3802,6,13,45,3801,2,1,2
296,heroandtn3,sudoku,2,2,1241,45,35,None,None,None,None,3804,2,37,45,3804,1,1,1
297,sparkyman,frameworks_base-TH,1,1,1215,5,42701,None,None,None,None,3806,1,5,5,3806,1,2,2
298,asascience-open,GLATOS,8,8,1637,403,1141,None,None,None,None,3807,8,330,403,3807,1,1,1
299,toddh,libra,1,1,1249,33,12086,None,None,None,None,3815,1,33,33,3815,1,4,4
300,bsaleil,um2-android,5,5,1208,97,352,None,None,None,None,3819,5,39,97,3819,1,1,1
301,elile,freq_buyer,4,4,1250,90,1293,None,None,None,None,3821,4,56,90,3821,1,3,3
302,majusko,object-recognition,1,1,1249,34,95,None,None,None,None,3825,1,34,34,3825,1,1,1
303,sgtFloyd,rit_coursework,2,2,1511,11,247,None,None,None,None,3826,2,10,11,3826,1,1,1
304,magnuskiro,it2901,10,10,1538,919,818,None,None,None,None,3828,10,214,919,3828,4,6,12
305,fliffmaster,Fluid-Flow-Dynamics-Visualization,7,7,1292,145,64,None,None,None,None,3840,7,47,145,3841,1,2,2
306,gammalib,gammalib,33,33,3448,5846,2159,None,None,None,None,3849,33,2793,5846,3849,1,11,11
307,typester,ark-advent-2009,3,3,2317,39,61,None,None,None,None,3878,3,32,39,3878,1,1,1
308,rinkdotrink,agilentParser,3,3,1184,28,124,None,None,None,None,3042,3,20,28,3042,1,3,3
309,thomasjevskij,Pacman,7,7,1469,376,336,None,None,None,None,3882,7,119,376,3882,2,13,14
310,konnigud,Sidannarverkefni,5,5,1237,54,88,None,None,None,None,3891,5,20,54,3891,1,1,1
311,vokal,android_frameworks_base,675,1044,2723,87882,45100,None,None,None,None,260,1044,4311,87882,147,1,5,5
312,eomprogramming,Peer-Tutoring,10,10,1496,18,34,None,None,None,None,3994,10,4,18,3997,1,1,1
313,mswertz,molgenis-maven-experimental,1,1,1189,2,1438,None,None,None,None,4001,1,2,2,4001,1,8,8
314,jexhson,smash,2,2,1457,72,119,None,None,None,None,4002,2,71,72,4002,1,1,1
315,Zibha,Projekt,1,1,1273,6,73,None,None,None,None,4004,1,6,6,4004,1,1,1
316,TeamHaters,platform_frameworks_base,2,9,1211,13,22231,None,None,None,None,3600,9,2,13,3645,1,2,2
317,melanias,TMK,6,6,1848,188,1852,None,None,None,None,4005,6,119,188,4007,1,1,1
318,csokol,metriminer-cbsoft,1,1,1445,30,35,None,None,None,None,4011,1,30,30,4011,1,8,8
319,kcbanner,ece355-garth,5,5,1540,378,109,None,None,None,None,4013,5,156,378,4013,2,23,25
320,Djon,SDP3_UE8,4,4,1183,17,52,None,None,None,None,4018,4,7,17,4019,2,1,2
321,flohtux,fhdw-aufgaben,7,7,1444,287,4218,None,None,None,None,4024,7,165,287,4025,2,2,3
322,frc4137,Vision13,4,4,1186,49,119,None,None,None,None,4029,4,25,49,4029,1,3,3
323,trondkla,TDT4240---A2---Battleship,7,7,1499,328,260,None,None,None,None,4033,7,119,328,4032,2,2,3
324,4gewinnt,dvbs,6,6,1860,391,496,None,None,None,None,4039,6,181,391,4041,2,1,2
325,ridoftime4good,Java-Stuff,1,1,1237,4,856,None,None,None,None,4045,1,4,4,4045,1,1,1
326,schnej7,GoodVibrations,6,6,1521,449,162,None,None,None,None,4046,6,268,449,4046,1,1,1
327,cflowe,ACE,2,2,1321,11,47436,None,None,None,None,4053,2,10,11,4053,1,1,1
328,liveSense,org.liveSense.service.gwt,1,1,1245,25,26,None,None,None,None,4054,1,25,25,4054,1,1,1
329,OpenSat,AZtrino,2,2,1571,9,1410,None,None,None,None,4055,2,6,9,4055,1,1,1
330,desenvolvimentoagilcombr,desenvolvimentoagilcombr.github.com,21,21,1187,249,629,None,None,None,None,4073,21,99,249,4058,1,1,1
331,kiluax,ritmubi,2,2,1519,27,102,None,None,None,None,4078,2,20,27,4078,1,3,3
332,mohammadkotb,GP-Documents,4,4,1530,189,173,None,None,None,None,4081,4,79,189,4080,2,2,4
333,rodnolan,Ant-Build-Script,2,2,1181,11,2604,None,None,None,None,4084,2,9,11,4084,1,1,1
334,Tarinaky,CS12420_GroupProject,3,3,1504,98,105,None,None,None,None,4086,3,67,98,4086,1,1,1
335,OctoMap,octomap,26,26,2388,705,1651,None,None,None,None,4090,26,404,705,4090,1,1,1
336,Jonasei,SubSym2,2,2,1504,88,67,None,None,None,None,4115,2,44,88,4115,1,1,1
337,azetaekis,ruraljaus,3,3,1442,50,1473,None,None,None,None,4119,3,29,50,4117,1,1,1
338,cornerstonewdk,cornerstone-framework,21,21,1377,3171,26570,None,None,None,None,4125,21,1214,3171,4120,1,3,3
339,sozialhelden,wheelmap-iphone2,23,24,1267,1038,2310,None,None,None,None,4145,24,270,1038,4142,2,2,3
340,opengovplatform,opengovplatform-alpha,9,9,1468,55,20170,None,None,None,None,4166,9,24,55,4164,1,2,2
341,jtdressel,derporiaPrime,5,5,1236,288,103,None,None,None,None,4173,5,101,288,4173,1,1,1
342,crazy2k,tp-isw2,7,7,1450,263,77,None,None,None,None,4178,7,129,263,4178,3,2,4
343,mubix,tools,1,1,1185,47,7223,None,None,None,None,4184,1,47,47,4184,1,1,1
344,ksikora,system,2,2,1236,59,2360,None,None,None,None,4186,2,34,59,4186,1,1,1
345,sbojchuk,ccms,2,2,1492,104,521,None,None,None,None,4187,2,102,104,4187,1,4,4
346,Meraz,FOOT_Pacman,13,13,1468,238,317,None,None,None,None,4190,13,94,238,4194,1,1,1
347,thiagomata,CodeToDiagram,3,3,2603,265,3055,None,None,None,None,4203,3,253,265,4203,1,3,3
348,PROGRAM-IX,pystroke,1,1,1206,29,139,None,None,None,None,4205,1,29,29,4205,1,4,4
349,Onecosmic,android_framework_base,1,1,1542,1,21483,None,None,None,None,4206,1,1,1,4206,1,2,2
350,dalaen,TheIsland,4,4,1182,168,50,None,None,None,None,4210,4,76,168,4209,2,1,2
351,kstyrc,dri-service,1,1,1235,32,399,None,None,None,None,4211,1,32,32,4211,1,5,5
352,simara-svatopluk,LOST,7,7,1443,82,74,None,None,None,None,4216,7,30,82,4213,1,1,1
353,powerstorm,PowerStorm,7,7,1446,52,280,None,None,None,None,4220,7,16,52,4221,1,1,1
354,DanielChrome,ControleDeVendas,2,2,1236,16,659,None,None,None,None,4227,2,15,16,4227,1,2,2
355,whughchen,realODMatrix,3,3,1182,37,58,None,None,None,None,4228,3,28,37,4228,1,3,3
356,JonJam,avsummariser,1,1,1396,2,278,None,None,None,None,4231,1,2,2,4231,1,10,10
357,ChaosHill,Armored_Assault,5,5,1463,665,2531,None,None,None,None,4235,5,187,665,4234,1,1,1
358,gavalda,CalcPolo,4,4,1401,17,541,None,None,None,None,4237,4,9,17,4240,1,4,4
359,tgebarowski,edami-gsp,2,2,1422,50,93,None,None,None,None,4241,2,36,50,4242,1,1,1
360,GDSSecurity,burpee,4,4,2066,40,42,None,None,None,None,4244,4,35,40,4244,1,2,2
361,milieudefensie,buildout.intranet,12,12,2134,173,149,None,None,None,None,4258,12,79,173,,0,,0
362,rdutra,TimbaGo,1,1,1449,1,249,None,None,None,None,4259,1,1,1,4259,1,1,1
363,isqb,POP,5,5,1427,184,245,None,None,None,None,4261,5,62,184,4263,1,4,4
364,telmofriesen,oficinas3-bellator,5,5,1202,119,3698,None,None,None,None,4266,5,68,119,4266,2,24,30
365,markusmo,HotelSoftware,14,14,1504,1622,4385,None,None,None,None,4273,14,384,1622,4272,4,4,10
366,jonathanwiesel,DesarrolloBMW,4,4,1272,78,317,None,None,None,None,4287,4,33,78,4285,2,1,2
367,carlosaml,argouml,4,4,1303,8,4858,None,None,None,None,4290,4,4,8,4288,1,5,5
368,mshmidov,bsu-lectures,7,7,1204,165,673,None,None,None,None,4294,7,61,165,4297,1,2,2
369,tsm,DroidObserver2,6,6,1610,84,136,None,None,None,None,4301,6,36,84,4304,2,1,2
370,senkz,PaF-Relationship-helper-for-usecases-and-UML,6,6,1511,72,77,None,None,None,None,4307,6,25,72,4307,2,3,4
371,dextervip,bate-papo,4,4,1441,64,73,None,None,None,None,2876,4,33,64,4312,1,2,2
372,s10146,Projekt-Sklep,3,3,1233,15,106,None,None,None,None,4313,3,8,15,4313,2,1,2
373,fructu,abidos,2,2,1140,47,386,None,None,None,None,4315,2,28,47,4316,2,10,17
374,oar-team,oar,42,43,3814,4703,21331,None,None,None,None,4317,43,1014,4703,,0,,0
375,yigitbey,sehriye,9,9,1894,232,833,None,None,None,None,4360,9,147,232,4360,1,7,7
376,chambejp,frameworks,1,1,1450,2,24011,None,None,None,None,4369,1,2,2,4369,1,2,2
377,1989gaurav,InternetBankingSystem,1,1,1184,2,8997,None,None,None,None,4370,1,2,2,4370,1,4,4
378,thijsterlouw,zeromq2-uml,1,1,1906,4,6,None,None,None,None,4371,1,4,4,4371,1,2,2
379,nickveenhof,devdays_solr_wizardry,3,3,1403,19,177,None,None,None,None,4373,3,14,19,4373,1,2,2
380,sabrsorensen,Compiler,9,9,1524,247,131,None,None,None,None,4375,9,105,247,4375,1,1,1
381,klando,pgpiwik,9,9,3178,1248,4466,None,None,None,None,4386,9,848,1248,4386,1,3,3
382,DomoTop,DomoTop,6,6,1524,651,9133,None,None,None,None,4394,6,389,651,4397,1,2,2
383,tdidriksen,BON-ES-Report,3,3,1435,61,64,None,None,None,None,4399,3,34,61,4399,1,2,2
384,activerain,ServerTests,1,1,1456,7,1800,None,None,None,None,4402,1,7,7,4402,1,1,1
385,Edifice,MyChamp,4,4,1188,113,82,None,None,None,None,4406,4,65,113,4406,1,1,1
386,pcego,SGAS,3,3,1401,148,433,None,None,None,None,4408,3,83,148,4409,2,4,5
387,WoH,android_frameworks_base,838,1396,2723,115079,58198,None,None,None,None,260,1396,5317,115079,147,1,5,5
388,johngodoi,Maritaca_SD_version,21,21,1615,604,2478,None,None,None,None,4671,21,164,604,4680,2,1,2
389,fitti72,blog,1,1,1411,6,3135,None,None,None,None,4691,1,6,6,4691,1,1,1
390,snejati86,MissionariesAndCannibals,1,1,1278,5,18,None,None,None,None,4692,1,5,5,4692,1,1,1
391,lorneliechty,pleaseholdapplause,1,1,1262,22,593,None,None,None,None,4693,1,22,22,4693,1,1,1
392,s9329,NewProjekt,2,2,1230,8,65,None,None,None,None,4694,2,6,8,4694,1,1,1
393,marred01,SelaJavaProj,3,3,1375,51,74,None,None,None,None,4695,3,26,51,4696,1,3,3
394,c1103014,sharerepository,3,3,1393,47,263,None,None,None,None,4700,3,31,47,4700,1,1,1
395,Yserz,Auto-B-Day,7,7,1609,719,519,None,None,None,None,4701,7,258,719,4702,1,2,2
396,bryanhales,bootstrap-prototype-boilerplate,2,2,1439,4,2557,None,None,None,None,4708,2,3,4,4708,1,1,1
397,cowpig,Comp-354-Group-Project,14,14,1180,185,256,None,None,None,None,4714,14,42,185,4713,1,4,4
398,ennquerst,reMamba,2,2,1235,4,37,None,None,None,None,4725,2,3,4,4725,1,1,1
399,wtwiki,wtwiki.github.com,1,1,1456,5,64,None,None,None,None,4726,1,5,5,4726,1,2,2
400,blackberry,OGRE,8,8,1205,23,12950,None,None,None,None,4731,8,8,23,4728,1,2,2
401,greggreg,ProjetEbook,3,3,1394,47,218,None,None,None,None,4735,3,33,47,4736,2,1,2
402,hugosantos22,SistemaVendas,1,1,1477,2,20,None,None,None,None,4738,1,2,2,4738,1,1,1
403,sauloo,Vendas,2,2,1445,3,62,None,None,None,None,4740,2,2,3,4739,1,1,1
404,DaniloFS,COMPETRO,4,4,1409,37,325,None,None,None,None,4743,4,16,37,4738,1,2,2
405,tarcisiomandrade,Medsys-Documentacao,2,2,1398,10,116,None,None,None,None,4744,2,6,10,4745,1,1,1
406,antoniomolram,Mixim_protocol,1,1,1250,9,1010,None,None,None,None,4746,1,9,9,4746,1,1,1
407,pohltm,Battle,3,3,1452,96,116,None,None,None,None,4747,3,35,96,4748,2,2,3
408,markusbona,igs-sift,4,4,1406,20,2426,None,None,None,None,4751,4,11,20,4752,1,1,1
409,ragusa87,the-road-to-baghdad,4,4,1412,28,64,None,None,None,None,4755,4,21,28,4755,1,1,1
410,jeffton,Pervasive-Assignment-3,2,2,1441,35,138,None,None,None,None,4759,2,18,35,4759,1,1,1
411,elenazab,Homework,2,2,1481,83,495,None,None,None,None,4761,2,77,83,4761,1,2,2
412,carealejo,Documentaci-Ingesoft,2,2,1265,24,77,None,None,None,None,4763,2,23,24,4763,1,2,2
413,colinmcnamara,lessons,2,2,1235,152,769,None,None,None,None,4764,2,151,152,4764,1,1,1
414,Ryouzanki,rapportC,3,3,1397,48,26,None,None,None,None,4766,3,25,48,4768,2,1,2
415,wyuka,calligra,516,519,6561,87460,50374,None,None,None,None,4805,519,8007,87460,5000,2,1,2
416,lunatik-210,codefest2013,3,3,1193,175,297,None,None,None,None,5290,3,135,175,5292,1,1,1
417,kuroda,hinagiku,1,1,1923,266,349,None,None,None,None,5293,1,266,266,5293,1,1,1
418,Coolagin,patterns_doc,1,1,1386,10,24,None,None,None,None,5294,1,10,10,5294,1,1,1
419,ssnowden,Reynolds-Spade,2,2,1369,5,14,None,None,None,None,5296,2,4,5,5296,1,1,1
420,nklose,CMPUT301,7,7,1286,180,516,None,None,None,None,5298,7,64,180,5298,1,4,4
421,propra12-orga,Gruppe48,10,10,1433,195,263,None,None,None,None,5312,10,52,195,,0,,0
422,ricedsp,rwt,4,4,1664,168,1046,None,None,None,None,5315,4,143,168,5316,1,1,1
423,BrunoCerqueira,Engenharia-de-Software-Puc-Minas,1,1,1392,1,9,None,None,None,None,5318,1,1,1,5318,1,1,1
424,talesporto,Projeto-Final,3,3,1806,330,208,None,None,None,None,5320,3,181,330,5320,2,19,25
425,zetacomponents,Tree,10,10,3176,125,147,None,None,None,None,5322,10,101,125,5322,1,15,15
426,zetacomponents,PhpGenerator,13,13,3897,65,36,None,None,None,None,5322,13,35,65,5322,2,3,4
427,zetacomponents,WorkflowSignalSlotTiein,6,6,2964,46,30,None,None,None,None,5322,6,22,46,5322,2,1,2
428,zetacomponents,ConsoleTools,16,18,3891,413,314,None,None,None,None,1929,18,267,413,1929,3,8,13
429,chrissicool,l4openbsd,5,5,2042,373,92316,None,None,None,None,5330,5,253,373,5330,1,6,6
430,RealVNC,AndroidFrameworksBase,232,400,2723,12343,20866,None,None,None,None,237,400,3813,12343,147,1,5,5
431,nickveenhof,msc_solr_drupal,1,1,1532,18,110,None,None,None,None,4373,1,18,18,4373,1,2,2
432,janhaag,PSE2011,9,9,1608,518,866,None,None,None,None,5338,9,115,518,5337,2,1,2
433,magnayn,jpivot,12,12,3927,126,1150,None,None,None,None,5345,12,44,126,,0,,0
434,cgreenhalgh,mod_webctimport,2,2,1777,30,55,None,None,None,None,5356,2,25,30,5357,1,7,7
435,skinner2012,App-Inventor,2,2,1445,14,2135,None,None,None,None,5359,2,13,14,5359,1,1,1
436,mortenhanssen89,feide,5,5,1180,58,141,None,None,None,None,5360,5,37,58,5364,1,2,2
437,pschmitt,cpp_project,5,5,1595,70,1425,None,None,None,None,5365,5,38,70,5368,1,1,1
438,jdevelop,java-beginners-presentation,1,1,1488,7,22,None,None,None,None,5370,1,7,7,5370,1,4,4
439,fip,FIP3A,3,3,1608,10,558,None,None,None,None,5372,3,8,10,5372,1,1,1
440,xklakoux,Me-GustAUTO,5,5,1279,169,328,None,None,None,None,5374,5,65,169,5376,1,2,2
441,titokone,kohahdus,6,6,3476,696,556,None,None,None,None,5379,6,200,696,5379,1,1,1
442,activeingredient,ezComponents,24,24,3904,7735,59390,None,None,None,None,5388,24,2078,7735,5387,7,157,387
443,philippe-goetz,tuleap-debian,49,50,5509,12344,13825,None,None,None,None,5418,50,2839,12344,5419,1,1,1
444,bricksdev,trunk,6,6,1365,48,2404,None,None,None,None,5462,6,36,48,5461,1,1,1
445,sisolitm,Adequom,1,1,1103,1,52,None,None,None,None,5465,1,1,1,5465,1,1,1
446,rubyworks,bezel,1,1,2241,63,271,None,None,None,None,5466,1,63,63,5466,1,1,1
447,AndreasMaerki,flighttracker,4,4,1170,83,393,None,None,None,None,5467,4,53,83,5467,1,1,1
448,jssantacruz,RepositorioMoviles,1,1,1157,9,109,None,None,None,None,5471,1,9,9,5471,1,1,1
449,jjn1056,Shutterstock-Exchange,1,1,1455,16,119,None,None,None,None,5472,1,16,16,5472,1,1,1
450,wlodi83,BabyWall,254,308,2125,11085,21596,None,None,None,None,5479,308,1435,11085,5785,1,4,4
451,theHeimes,DataSetComparator,2,2,1173,3,96,None,None,None,None,5786,2,2,3,5786,1,1,1
452,laugga,FieldKit,3,3,1288,75,422,None,None,None,None,5788,3,66,75,5788,1,1,1
453,jinahadam,Keystroke-Dynamics,1,1,1975,2,500,None,None,None,None,5791,1,2,2,5791,1,1,1
454,mittwinter,zerobot,1,1,2112,183,96,None,None,None,None,5792,1,183,183,5792,1,1,1
455,CS301Team,cs301w04,5,5,1517,179,597,None,None,None,None,5794,5,63,179,5793,1,1,1
456,lnsi,thesis,3,3,1691,93,2466,None,None,None,None,5798,3,63,93,5798,1,1,1
457,TrashyTrash-,p2pastie,3,3,1277,8,31,None,None,None,None,5803,3,4,8,5801,1,1,1
458,ObeoNetwork,Variability-Designer,1,1,1533,2,2142,None,None,None,None,5804,1,2,2,5804,1,7,7
459,swe574group1,Bingo,14,14,1643,416,1568,None,None,None,None,5807,14,181,416,5805,1,1,1
460,xSmallDeadGuyx,Rubik-Teacher,1,1,1267,25,32,None,None,None,None,5819,1,25,25,5819,1,2,2
461,pdelmoral,NIT2012,1,1,1275,1,17,None,None,None,None,5820,1,1,1,5820,1,1,1
462,dreamcwli,android_frameworks_base,744,1147,2723,104637,51951,None,None,None,None,260,1147,4914,104637,147,1,5,5
463,adrian,blackjack,1,1,1975,1,50,None,None,None,None,5821,1,1,1,5821,1,1,1
464,rafamanzo,Xadrez-em-Realidade-Aumentada,1,1,2012,52,1033,None,None,None,None,5822,1,52,52,5822,1,3,3
465,JugadorNumero12,JugadorNum12,18,18,1216,1878,1753,None,None,None,None,5833,18,276,1878,5833,2,6,12
466,soapower,soapower,10,10,1239,779,917,None,None,None,None,5841,10,606,779,5841,1,4,4
467,AlexFaraino,RSS-Lounge-Fork,1,1,2414,120,7777,None,None,None,None,5851,1,120,120,5851,1,9,9
468,magnayn,wcf,7,7,3927,33,1112,None,None,None,None,5345,7,19,33,5345,2,1,2
469,msbaek,breaking-inheritance-dependency,1,1,1187,34,48,None,None,None,None,5852,1,34,34,5852,1,4,4
470,ClemensDaCoder,PacmanBoard,3,3,1187,166,93,None,None,None,None,5853,3,108,166,5853,1,1,1
471,FunThomas424242,rezept-dsl,3,3,1504,136,621,None,None,None,None,5858,3,70,136,5858,1,1,1
472,icanblink,apm,1,1,1260,18,295,None,None,None,None,5859,1,18,18,5859,1,3,3
473,Chocolancer,ESGame,2,2,1203,60,3561,None,None,None,None,5860,2,31,60,5860,1,4,4
474,adamrconnah,MajorProject,20,20,1238,105,10042,None,None,None,None,5864,20,45,105,5864,2,3,4
475,dmgcodevil,phantombox-client,2,2,1229,35,389,None,None,None,None,5882,2,31,35,5882,1,6,6
476,williballenthin,williballenthin.com,1,1,1201,117,2212,None,None,None,None,5884,1,117,117,5884,1,54,54
477,phyper,FlatOrganizer,6,6,1168,237,137,None,None,None,None,5888,6,84,237,5888,1,1,1
478,compbio-UofT,savant,9,9,2221,1932,27660,None,None,None,None,5894,9,681,1932,5893,2,1,2
479,remdex,fof,3,3,1172,16,8563,None,None,None,None,5902,3,12,16,5901,1,1,1
480,franklixuefei,quadris,1,1,1169,5,41,None,None,None,None,5903,1,5,5,5903,1,1,1
481,Maria-G,CS325,4,4,1176,36,344,None,None,None,None,5907,4,28,36,5907,1,1,1
482,saramgsilva,MyMSDNSamples,2,2,1193,27,1104,None,None,None,None,5909,2,14,27,5909,1,3,3
483,ivivanov,TelerikAcademy,2,2,1180,80,3006,None,None,None,None,5910,2,74,80,5910,1,2,2
484,sposs,Documents,9,9,1776,187,568,None,None,None,None,5912,9,101,187,5917,1,1,1
485,jalybeck,JAsteroids,3,3,1181,50,428,None,None,None,None,5923,3,48,50,5923,1,1,1
486,IsaacGonzalez,herramientas_procesos,2,2,1169,8,200,None,None,None,None,5925,2,7,8,5925,1,3,3
487,and146,SPLAT-ARI,21,22,5003,9941,41075,None,None,None,None,5930,22,7287,9941,5926,1,6,6
488,ravenscroftj,SPE,3,3,3902,329,3295,None,None,None,None,5949,3,327,329,5948,2,1,2
489,Dragonbr,EDP11,2,2,1171,3,338,None,None,None,None,5951,2,2,3,5951,1,1,1
490,mephju,clothtag,3,3,1221,57,1059,None,None,None,None,5952,3,39,57,5952,1,1,1
491,Beziks,MI-SWE-RacesStatistics,1,1,1172,8,121,None,None,None,None,5955,1,8,8,5955,1,1,1
492,nfrolov,useless-chess,1,1,1175,89,242,None,None,None,None,5956,1,89,89,5956,1,5,5
493,Jorzi,UGTD,4,4,1177,49,107,None,None,None,None,5960,4,29,49,5959,1,2,2
494,coldsoft,RoboOfficeNXT,2,2,1208,42,481,None,None,None,None,5961,2,40,42,5961,1,1,1
495,mohard,inz,2,2,1171,10,522,None,None,None,None,5964,2,6,10,5964,1,1,1
496,joaquinmag,janpix,4,4,1196,531,6037,None,None,None,None,5965,4,377,531,5966,1,2,2
497,lzqwebsoft,heroku-blog,8,8,1221,105,1423,None,None,None,None,5970,8,39,105,5975,2,2,3
498,ashishlal,pjproject-2.0.1,2,2,1206,27,17787,None,None,None,None,5978,2,26,27,5978,1,1,1
499,Wagyl,terminus,2,2,1173,9,166,None,None,None,None,5979,2,7,9,5979,1,1,1
500,dandelion,dandelion-datatables,15,15,1146,952,1887,None,None,None,None,5981,15,873,952,5981,1,1,1
501,sunnypatel,Classwork,13,13,1509,241,5561,None,None,None,None,5996,13,179,241,6001,1,1,1
502,adrian-bl-hox-jb,android_frameworks_base,746,1148,2723,104587,51722,None,None,None,None,260,1148,4910,104587,147,1,5,5
503,varunrayen,soen6441_project,4,4,1168,26,250,None,None,None,None,6013,4,18,26,6013,1,2,2
504,asterisk,pjproject,9,12,1184,83,2811,None,None,None,None,6017,12,31,83,6016,1,1,1
505,antlion,GeologPOI,2,3,1232,26,714,None,None,None,None,6029,3,22,26,6029,1,3,3
506,zlatkov,Telerik,1,1,1170,79,3714,None,None,None,None,6032,1,79,79,6032,1,1,1
507,Hexanome4113,projet-ingenierie,16,16,1203,250,136,None,None,None,None,6038,16,37,250,6047,3,2,4
508,KirillVasylev,telecommunications_protocols,2,2,1174,2,5,None,None,None,None,6049,2,1,2,6050,1,1,1
509,CERT-Polska,hsn2-commons-java,11,11,1170,112,471,None,None,None,None,6054,11,36,112,6051,1,9,9
510,inadram,Code-Sample,3,3,1178,59,8663,None,None,None,None,6062,3,34,59,6064,1,2,2
511,sshum,bcit-courses,19,19,2625,1370,56283,None,None,None,None,6065,19,903,1370,6067,1,1,1
512,joseluismolinasoria,MindMapJS,2,2,1189,68,501,None,None,None,None,6084,2,67,68,6084,1,31,31
513,plcgi1,woa-toolkit-alphumanservice,3,3,1760,34,530,None,None,None,None,6088,3,24,34,6088,1,1,1
514,cricket007,CSSE230--Facebook,4,4,1160,71,124,None,None,None,None,6090,4,24,71,6090,1,1,1
515,Sheba,MAI_SCADA,9,9,1609,75,120,None,None,None,None,6094,9,18,75,6095,1,3,3
516,veniora,se306p1,15,15,1357,282,2056,None,None,None,None,6112,15,87,282,6112,1,1,1
517,bkbeckman,eye-tracking,10,10,1163,24,7501,None,None,None,None,6122,10,5,24,,0,,0
518,alberto56,game-of-life-1,6,6,1797,403,1839,None,None,None,None,6127,6,215,403,6127,1,1,1
519,hubertgrzeskowiak,Azure--Infinite-Skies,12,12,2631,372,459,None,None,None,None,6143,12,190,372,,0,,0
520,jfbrazeau,Activity-Manager,6,6,2376,241,1361,None,None,None,None,6149,6,153,241,6145,1,2,2
