#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
19,vecernik,showcase,1,1,1245,3,44,None,None,None,None,700,1,3,3,700,1,1,1
20,cgjones,android-frameworks-base,328,548,2723,27392,26990,None,None,None,None,237,548,4188,27392,147,1,5,5
21,frozenaokp,frameworks_base,581,1015,2723,63269,41401,None,None,None,None,237,1015,4188,63269,147,1,5,5
22,MiageSdV,Serveur-de-voeux,1,1,1449,6,80,None,None,None,None,1216,1,6,6,1216,1,2,2
23,pradal,openalea,83,79,3802,10975,11931,None,None,None,None,1217,79,1449,10975,1218,1,1,1
24,nudgeD,Liquorice,1,1,1650,10,27,None,None,None,None,1303,1,10,10,1303,1,1,1
25,garland3,robotSimulation,2,2,1235,14,1445,None,None,None,None,1305,2,11,14,1305,1,1,1
26,pekim,node-jdbc,1,1,1826,53,109,None,None,None,None,1306,1,53,53,1306,1,2,2
27,micky686,Esen2012,8,8,1237,254,786,None,None,None,None,1308,8,78,254,1308,1,1,1
28,diN0bot,ProcrasDonate,9,9,2528,517,1098,None,None,None,None,1320,9,177,517,1320,2,2,3
29,sayar,talks,1,1,1302,38,106,None,None,None,None,1324,1,38,38,1324,1,1,1
30,joshontheweb,somethingcoded,3,3,1677,21,32,None,None,None,None,1325,3,10,21,1325,1,1,1
31,SYSC3110Project,CourseProject,17,17,1274,201,231,None,None,None,None,1329,17,52,201,1340,4,4,12
32,BossaGypsies,simsam,2,2,1236,11,74,None,None,None,None,1346,2,7,11,1346,1,1,1
33,gourgan,projet0,4,4,1243,141,320,None,None,None,None,1348,4,82,141,1348,1,1,1
34,ATLANTBH,jmeter-components,16,16,1520,96,2320,None,None,None,None,1354,16,46,96,1364,1,1,1
35,hawesg,cs56hs,2,2,1431,37,906,None,None,None,None,1367,2,33,37,1367,1,5,5
36,DroidVicious,platform_frameworks_base,607,936,2723,77880,43309,None,None,None,None,237,936,4188,77880,147,1,5,5
37,dev693,swe,5,5,1273,35,377,None,None,None,None,1447,5,17,35,1445,1,8,8
38,valkum,Progra12,2,2,1268,67,192,None,None,None,None,1449,2,64,67,1449,1,1,1
39,Shuyang,uic-automatic-reviewer,3,3,1259,113,1858,None,None,None,None,1452,3,77,113,1452,1,1,1
40,godexsoft,sqlite_orm,3,3,1245,6,389,None,None,None,None,1454,3,3,6,1455,1,5,5
41,jbarreneche,75.74-Aeropuerto,12,12,1276,425,574,None,None,None,None,1462,12,145,425,1459,1,8,8
42,pklall,LeJOS-Base-Station,4,4,1256,70,227,None,None,None,None,1470,4,42,70,1470,1,1,1
43,humrochagf,G3P,2,2,1261,72,42,None,None,None,None,1473,2,56,72,1473,1,1,1
44,AdrianMarinica,Timr,1,1,1423,16,948,None,None,None,None,1475,1,16,16,1475,1,1,1
45,pkremens,pv243-eshop,9,9,1419,184,393,None,None,None,None,1476,9,87,184,1482,2,1,2
46,HawaiianNinja,RoseHulman-Android-App,7,7,1844,158,571,None,None,None,None,1487,7,57,158,1486,2,1,2
47,unconed,MathBox.js,8,8,1241,159,98,None,None,None,None,1492,8,137,159,1492,1,1,1
48,ravenscroftj,partridge,9,9,1280,460,507,None,None,None,None,1500,9,392,460,1500,1,1,1
49,alarie,Hofnahrr,5,5,1273,221,9447,None,None,None,None,1510,5,141,221,1513,1,1,1
50,jbosstools,jbosstools-hibernate,51,55,4135,5488,39069,None,None,None,None,1556,55,2604,5488,1545,2,1,2
51,TeamW,Sports-Elimination-TP3,18,18,1268,758,823,None,None,None,None,1570,18,459,758,1570,1,4,4
52,tedolga,AMF-translator,6,6,1853,124,128,None,None,None,None,1587,6,61,124,1591,2,2,3
53,data-quest,histat-web,9,9,1548,345,3563,None,None,None,None,1594,9,179,345,1594,2,1,2
54,mbonczkowska,Inzynieria,1,1,1273,15,20,None,None,None,None,1602,1,15,15,1602,1,6,6
55,borismus,smus.com,2,2,1823,58,1600,None,None,None,None,1604,2,36,58,1603,2,1,2
56,BinaryMuse,michelletilley-blog,5,5,1891,118,64,None,None,None,None,1605,5,56,118,1606,1,5,5
57,eucalyptus,architecture,17,17,1294,603,478,None,None,None,None,1610,17,444,603,1614,1,1,1
58,DevangS,notyourmom,9,9,1282,252,511,None,None,None,None,1627,9,51,252,1634,2,3,4
59,Jim-Holmstroem,Hax---The-Game,4,4,1524,115,187,None,None,None,None,1639,4,55,115,1636,1,1,1
60,ogf,DARE,3,3,2595,270,955,None,None,None,None,1642,3,192,270,1642,1,1,1
62,minafrajr,BDAutoPecas2,5,5,1266,40,165,None,None,None,None,1644,5,14,40,1643,2,1,2
63,SaymV,diabolical,12,12,1253,154,269,None,None,None,None,1653,12,36,154,1652,1,1,1
64,krzysztofK,SecurityAnalysis,3,3,1243,238,898,None,None,None,None,1662,3,156,238,1661,1,2,2
65,Desy-extern,cs-studio,139,140,3442,22545,165678,None,None,None,None,1669,140,4710,22545,1682,1,1,1
66,deanogorman,Our-Bloody-Project,5,5,1412,97,7564,None,None,None,None,1804,5,31,97,1808,2,1,2
67,adngdb,fightly-game-engine,10,10,1976,703,612,None,None,None,None,1810,10,333,703,1813,4,2,6
68,mxmo0rhuhn,sshMapReduce,8,8,1258,320,231,None,None,None,None,1820,8,89,320,,0,,0
69,darvasd,documaison,5,5,1280,145,462,None,None,None,None,1828,5,86,145,1828,2,14,17
70,PPilger,OOP-5,5,5,1236,36,21,None,None,None,None,1833,5,18,36,1832,1,1,1
71,tanzeelrana,Zuul-Game,12,12,1267,212,208,None,None,None,None,1843,12,66,212,1843,1,1,1
72,dgraziotin,dycapo,5,6,2333,187,292,None,None,None,None,1852,6,74,187,1849,3,5,8
73,pankajc-optimus,android-lib,6,6,1275,165,5824,None,None,None,None,1858,6,79,165,1859,2,4,7
74,Gruppe14,KIT-PSE-Docs,10,10,1257,369,649,None,None,None,None,1862,10,161,369,,0,,0
75,Mrbobrowitz,android_frameworks_base_derp,1,1,1467,74,22735,None,None,None,None,1871,1,74,74,1871,1,4,4
76,sgleisner,app-mgr,5,5,1246,15,118,None,None,None,None,1872,5,8,15,1872,2,2,3
77,TutenStain,Hedgehog-Photo,9,9,1481,618,1096,None,None,None,None,1882,9,236,618,1882,1,4,4
78,Necromos,IO-UG,3,3,1278,73,36,None,None,None,None,1886,3,38,73,1886,1,4,4
79,vegaics,android_frameworks_base,1,1,1427,1,21831,None,None,None,None,1889,1,1,1,1889,1,2,2
80,As2piK,tco-labo02,2,2,1243,32,79,None,None,None,None,1891,2,18,32,1890,1,2,2
81,onibuscerto,monografia,3,3,1638,191,52,None,None,None,None,1892,3,75,191,1892,2,1,2
82,EvilGardenGnome,AkihabaraTurretDefence,2,2,1239,16,321,None,None,None,None,1895,2,13,16,1895,1,2,2
83,jboyflaga,StudInfoSys.AspNetMvc4,2,2,1273,67,764,None,None,None,None,1898,2,62,67,1897,1,2,2
84,damarquezg,rtslam,17,18,2244,949,330,None,None,None,None,1911,18,319,949,1911,1,1,1
85,MPS-UPB,Farik,7,7,1271,53,252,None,None,None,None,1919,7,23,53,1919,1,1,1
86,Qafoo,review,7,7,1438,295,287,None,None,None,None,1926,7,268,295,1926,1,1,1
87,omegahm,DBP2P,5,4,1876,225,1053,None,None,None,None,1937,4,102,225,1933,1,1,1
88,zmpinqc,ClickerConsumerDesktop,1,1,1421,1,88,None,None,None,None,1938,1,1,1,1938,1,1,1
89,greyna,Polonaise-Orientee-Objet,3,3,1397,37,507,None,None,None,None,1941,3,20,37,1941,1,2,2
90,withtwist,TheAdventure,7,7,1484,734,549,None,None,None,None,1944,7,205,734,1944,1,2,2
91,Yndal,BDSA-Project-2012,8,8,1244,970,16928,None,None,None,None,1953,8,248,970,1956,4,6,9
92,opengovplatform,opengovplatform-beta,2,2,1243,29,18385,None,None,None,None,1958,2,28,29,1958,1,2,2
93,richo,dash-docsets,2,2,1494,11,48195,None,None,None,None,1959,2,9,11,1959,1,2,2
94,aravindaspirant,CivicSense,1,1,1332,1,537,None,None,None,None,1961,1,1,1,1961,1,1,1
95,renatocjn,TrabalhoSO,2,2,1264,21,47,None,None,None,None,1962,2,13,21,1962,1,2,2
96,jbosstools,jbosstools-base,85,89,4135,5539,27935,None,None,None,None,1523,89,1180,5539,2005,1,1,1
97,hroncok,zizen,6,6,1275,177,475,None,None,None,None,2017,6,69,177,2017,1,2,2
98,Ghuillaume,CalSync,5,5,1239,137,514,None,None,None,None,2024,5,53,137,2024,3,3,6
99,mateuszbaran,ECG-analyzer,31,32,1270,550,861,None,None,None,None,2030,32,102,550,2028,1,1,1
100,apache,clerezza,26,26,2318,3934,33358,None,None,None,None,2059,26,2205,3934,,0,,0
101,apache,zetacomponents,28,28,3904,7856,59455,None,None,None,None,2088,28,2078,7856,2087,7,157,296
102,shigeki,node-class-diagram,2,2,1271,5,4,None,None,None,None,2114,2,4,5,2114,1,4,4
103,Elabas,AS_Semester_projekt,3,3,1275,92,315,None,None,None,None,2116,3,53,92,2116,1,4,4
104,Xaerii,Test,3,3,1470,25,54,None,None,None,None,2119,3,10,25,2120,1,1,1
105,ddeunagomez,javabien,6,6,1244,93,738,None,None,None,None,2123,6,43,93,2121,3,2,4
106,thiagobandeirars,trabalhosg2,6,6,1376,67,310,None,None,None,None,2128,6,26,67,2128,1,1,1
107,hellrider42,tpRO,2,2,1257,32,166,None,None,None,None,2133,2,25,32,2133,1,2,2
108,ChrisNeveu,CobraSketch,8,8,1295,108,78,None,None,None,None,2136,8,41,108,2137,1,1,1
109,dariov21,informatorioVirtual,10,10,1243,39,806,None,None,None,None,2149,10,10,39,2144,1,2,2
110,becuz,RESTmoteControl,6,6,1258,137,658,None,None,None,None,2154,6,108,137,2154,1,2,2
111,ausmarton,voiceglue-centos-6,1,1,1473,1,997,None,None,None,None,2159,1,1,1,2159,1,1,1
112,SuperIzzo,Vroom3D,3,3,1260,181,4190,None,None,None,None,2162,3,97,181,2161,1,1,1
113,Stenbaek,dSoftArk,3,3,1245,201,427,None,None,None,None,2164,3,148,201,2164,2,7,8
114,ezterry,GB-framework_base,322,586,2723,27616,27305,None,None,None,None,237,586,4188,27616,147,1,5,5
115,anirul,TM_LHC_tune,8,8,1257,135,170,None,None,None,None,2191,8,71,135,2191,1,3,3
116,wox2,migrace_databaze,7,7,1995,127,26961,None,None,None,None,2202,7,69,127,2200,2,4,5
117,djbelyak,FinalWork,1,1,1359,21,58,None,None,None,None,2204,1,21,21,2204,1,2,2
118,dzerbino,pyAVG,4,4,1257,103,101,None,None,None,None,2205,4,57,103,2205,1,21,21
119,juandaosp,Proyecto_DesarrolloII,6,6,1245,38,415,None,None,None,None,2210,6,12,38,2210,1,1,1
120,javroch,android_frameworks_base,558,884,2723,63661,43132,None,None,None,None,237,884,4190,63661,147,1,5,5
121,nachoalthabe,RIAQuest,6,6,1420,36,199,None,None,None,None,2218,6,13,36,2217,1,1,1
122,lawrence0819,lawrence0819.github.com,1,1,1472,40,1032,None,None,None,None,2223,1,40,40,2223,1,4,4
123,sarryPTI10D,pengenalan-rambu-lalu-lintas,6,6,1225,51,531,None,None,None,None,2224,6,24,51,2229,1,2,2
124,pszafer,dlna_document,3,3,1516,46,84,None,None,None,None,2231,3,35,46,2231,1,3,3
125,diegomartin,Telemaco,1,1,1821,124,397,None,None,None,None,2233,1,124,124,2233,1,8,8
126,MMuelle5,cash_next_door,2,2,1263,64,173,None,None,None,None,2234,2,44,64,2234,1,2,2
127,tupilabs,tap4j,11,11,2031,406,3665,None,None,None,None,2238,11,189,406,2238,1,1,1
128,vincentmatte,shiny-octo-bear,4,4,1224,13,318,None,None,None,None,2249,4,8,13,2248,1,1,1
129,statismo,statismo,30,30,1532,817,2269,None,None,None,None,2256,30,229,817,2251,2,2,3
130,kbarrett,third-year-project,2,2,1274,70,533,None,None,None,None,2281,2,69,70,2281,1,3,3
131,oxpa,oxpa_simple_http,4,4,1352,19,21,None,None,None,None,2284,4,13,19,2284,2,1,2
132,elventear,psutil,8,8,2904,797,74,None,None,None,None,2291,8,392,797,2291,2,2,3
133,mr-nours,rapport-cp,5,5,1221,45,63,None,None,None,None,2295,5,24,45,2295,1,2,2
134,BDSAMacGyvers,AS45,4,4,1246,11,167,None,None,None,None,2301,4,7,11,2301,1,4,4
135,salvinha,UOCPFC_Eduard_Salva,3,3,1277,176,8757,None,None,None,None,2305,3,91,176,2304,2,3,4
136,radzio,Neuronal-Networks,2,2,1255,34,175,None,None,None,None,2307,2,33,34,2307,2,2,3
137,bcmoney,OpenRecommender,1,1,1826,6,6218,None,None,None,None,2309,1,6,6,2309,1,13,13
138,Matthiasvanderhallen,DistributedSystems,2,2,1251,13,18,None,None,None,None,2311,2,8,13,2311,1,4,4
139,wuiscmc,missile_command,3,3,1231,35,270,None,None,None,None,2312,3,22,35,2314,1,4,4
140,peplopez,El-Rayo-de-Zeus,13,13,1216,1106,84539,None,None,None,None,2316,13,293,1106,2321,1,2,2
141,RobotML,RobotML-documentation,14,14,1299,109,888,None,None,None,None,2333,14,31,109,2333,2,4,5
142,romfret,ws-coa,6,6,1215,111,412,None,None,None,None,2343,6,39,111,,0,,0
143,tavoav,hereCostaRica,2,2,1252,7,288,None,None,None,None,2349,2,6,7,2349,1,1,1
144,elalamihiba,cogniapp,1,1,1358,2,1006,None,None,None,None,2350,1,2,2,2350,1,1,1
145,edukempf,grupo3_ne3a_2012_2,2,2,1215,246,655,None,None,None,None,2352,2,146,246,2352,1,2,2
146,s9313,ProjektMPR,1,1,1243,9,88,None,None,None,None,2353,1,9,9,2353,1,1,1
147,ppires,freemind-spl,1,1,1255,86,5958,None,None,None,None,2354,1,86,86,2354,1,2,2
148,bhcarpenter,intro-to-programming,2,2,1273,131,693,None,None,None,None,2356,2,129,131,,0,,0
149,daruane,college,2,2,1244,19,363,None,None,None,None,2358,2,18,19,2358,1,3,3
150,drBenway,siteResearch,2,2,1357,18,21340,None,None,None,None,2360,2,13,18,2359,1,1,1
151,plandevida,IS-VideoClub,16,16,1219,149,2917,None,None,None,None,2362,16,68,149,2375,1,2,2
152,golem,bankshoot,2,2,1253,162,193,None,None,None,None,2379,2,90,162,2377,1,2,2
153,SysFera,vishnu,35,40,1964,16499,28957,None,None,None,None,2380,40,2615,16499,2389,3,25,36
154,Valryon,monique-arcade-edition,2,2,1221,32,221,None,None,None,None,2420,2,29,32,2420,1,1,1
155,ari633,TwitClient,4,4,1242,53,374,None,None,None,None,2425,4,29,53,2425,2,1,2
156,imgaray,EPD,3,3,1270,47,97,None,None,None,None,2426,3,24,47,2426,1,1,1
157,SebReuter,IR_Navigator_Bot,16,16,1230,68,141,None,None,None,None,2438,16,16,68,2431,1,1,1
158,Kristinahussak,ikt_2011_groupe_1,6,6,1252,180,273,None,None,None,None,2446,6,58,180,2446,1,4,4
159,cypressf,text-based-game,2,2,1355,36,15,None,None,None,None,2452,2,20,36,2451,1,1,1
160,tixxdz,nmap,43,43,4011,7185,2689,None,None,None,None,2459,43,2951,7185,2459,1,1,1
161,jcmuller,msewage-importer,3,3,1221,41,31,None,None,None,None,2497,3,36,41,2498,1,1,1
162,alexarse,Orchestra,2,2,1128,56,4765,None,None,None,None,2499,2,32,56,2499,1,1,1
163,gabrielpolobrallard,LaboratorioFinal,1,1,1387,14,1738,None,None,None,None,2501,1,14,14,2501,1,1,1
164,alvesjnr,T100,4,4,1523,98,390,None,None,None,None,2502,4,62,98,2503,1,2,2
165,adetaylor,android-frameworks-base-with-remote-control-service,552,872,2723,62777,39845,None,None,None,None,237,872,4188,62777,147,1,5,5
166,xixixao,othello,3,3,1223,77,1474,None,None,None,None,2509,3,39,77,2509,1,2,2
167,d33tah,OpenMPK,7,7,1266,54,109,None,None,None,None,2510,7,32,54,2510,1,1,1
168,Peregring-lk,FreeAlgView-project-doc,1,1,1262,23,23,None,None,None,None,2517,1,23,23,2517,1,1,1
169,yagi815,cloudSimulator_androidClient,3,3,1267,26,650,None,None,None,None,2518,3,22,26,2518,1,2,2
170,yancyn,WebPos,1,1,1232,33,57,None,None,None,None,2521,1,33,33,2521,1,1,1
171,p3t3rmu3ll3r,se2p,10,10,1266,166,246,None,None,None,None,2526,10,96,166,2526,1,5,5
172,TheBandRU12,TheBand,4,4,1251,121,1739,None,None,None,None,2532,4,47,121,2532,1,1,1
173,zeljkoobrenovic,sketchlet,2,2,1258,8,20698,None,None,None,None,2537,2,7,8,2537,1,1,1
174,benpicco,mate-deskbar-applet,206,239,3856,2405,553,None,None,None,None,2644,239,521,2405,2644,1,2,2
175,sfugamedev,Surrey_GGO_2012,6,6,1239,30,544,None,None,None,None,2802,6,17,30,2804,1,1,1
176,bartsipes,alchemi,13,13,4316,289,986,None,None,None,None,2809,13,120,289,2810,1,3,3
177,mcclintock-lab,esri-uc-presentation-2012,23,23,1763,212,111,None,None,None,None,2821,23,159,212,2820,1,1,1
178,trueGek,Stage_poject,1,1,1421,43,1072,None,None,None,None,2843,1,43,43,2843,1,1,1
179,Anne081031,WinParkUI,2,2,1447,197,12938,None,None,None,None,2844,2,193,197,2844,1,2,2
180,Stringsy,psd3-groupwork,10,10,1275,227,901,None,None,None,None,2847,10,71,227,2847,1,2,2
181,Stringsy,team-project,13,13,1275,184,676,None,None,None,None,2847,13,54,184,2853,2,2,3
182,cjferba,Poker,2,2,1398,2,29,None,None,None,None,2860,2,1,2,2860,1,1,1
183,exul,bachelorthesis,1,1,1306,303,69,None,None,None,None,2862,1,303,303,2862,1,11,11
184,herzbube,littlego,2,2,1895,1296,915,None,None,None,None,2864,2,945,1296,2864,1,4,4
185,baliga-lab,gaggle-genomebrowser,2,2,1285,74,844,None,None,None,None,2865,2,73,74,2865,1,2,2
186,fisherevans,TheWaywardCrown,3,3,1223,27,509,None,None,None,None,2867,3,22,27,2867,1,2,2
187,joseajp,workshop-ir-project,5,5,1259,192,750,None,None,None,None,2870,5,66,192,2870,2,2,3
188,dextervip,distributed-wpa-cracking,3,3,1414,17,86,None,None,None,None,2876,3,14,17,2876,1,5,5
189,WormBase,website-intermine,5,5,1258,86,2645,None,None,None,None,2879,5,63,86,2879,1,1,1
190,Ket,PG3300-Innlevering1,3,3,1274,35,59,None,None,None,None,2883,3,19,35,2883,1,2,2
191,javipalanca,spade,11,11,3952,1416,3737,None,None,None,None,2888,11,722,1416,2886,1,449,449
192,filiphjermind,bdsa_projekt,4,4,1231,236,751,None,None,None,None,2898,4,117,236,2898,3,12,14
193,soap-DEIM,l4re,1,1,1055,2,38159,None,None,None,None,2901,1,2,2,2901,1,8,8
194,yeskmilo,trabajogradositdcep,4,4,1252,55,2429,None,None,None,None,2905,4,34,55,2905,2,1,2
195,nicoblakie,arkasGroup,5,5,1217,44,1908,None,None,None,None,2906,5,22,44,2906,1,3,3
196,shreyasvalmiki,SEProject,5,5,1225,23,36,None,None,None,None,2912,5,11,23,2912,1,2,2
197,stumoodie,PathwayEditor,3,3,2280,206,12189,None,None,None,None,2916,3,169,206,2916,1,1,1
198,kimprado,drs,1,1,1836,49,952,None,None,None,None,2919,1,49,49,2919,1,5,5
199,kasraman1000,SliceOfPie,4,4,1219,360,310,None,None,None,None,2922,4,128,360,2921,1,2,2
200,muadibbm,Hearts,1,1,1604,2,329,None,None,None,None,2924,1,2,2,2924,1,1,1
201,maeday,EventHub,16,16,1280,401,349,None,None,None,None,2938,16,95,401,2931,3,1,3
202,imasahiro,gccjs,2,2,1711,8,75546,None,None,None,None,2942,2,7,8,2942,1,6,6
203,roisagiv,webrtc-ndk,1,1,1717,2,2269,None,None,None,None,2943,1,2,2,2943,1,1,1
204,Alcidauk,SmallWorldUtbm,9,9,1236,172,113,None,None,None,None,2945,9,62,172,2945,2,2,4
205,msta,bdsa,8,8,1232,652,1417,None,None,None,None,2955,8,251,652,2954,2,2,4
206,buke,openerp-doc,60,60,1218,2097,12951,None,None,None,None,2963,60,712,2097,2971,1,2,2
207,spaceboy89,CPP,4,4,1242,58,202,None,None,None,None,3022,4,32,58,3021,1,2,2
208,ghik,intobl,3,3,1265,52,1878,None,None,None,None,3025,3,26,52,3025,1,3,3
209,Susshi,TrackMe,9,9,1447,157,454,None,None,None,None,3033,9,44,157,3036,1,1,1
210,uthestrife,Yaoming-Game,2,2,1362,9,355,None,None,None,None,3038,2,8,9,3038,1,1,1
211,Valentin33,Gui3D,2,2,1438,19,548,None,None,None,None,3040,2,10,19,3040,2,1,2
212,stratoskountouras,SC_Tutorials,1,1,1355,2,3179,None,None,None,None,3041,1,2,2,3041,1,2,2
213,rinkdotrink,ComeTogether,3,3,1482,101,1522,None,None,None,None,3042,3,79,101,3042,1,5,5
214,kiuby,IR2-projet_algo,2,2,1225,13,61,None,None,None,None,3046,2,12,13,3046,1,1,1
215,riaansnyders,Innovation-Lounge,1,1,1375,9,50,None,None,None,None,3047,1,9,9,3047,1,4,4
216,jfcollin,ProjetProWeb,2,2,1257,25,104,None,None,None,None,3048,2,18,25,3048,1,1,1
217,joleques,Ingresso,1,1,1362,3,45,None,None,None,None,3050,1,3,3,3050,1,1,1
218,samuelhug,cs_142_final_project,3,3,1233,31,159,None,None,None,None,3052,3,26,31,3052,1,4,4
219,jfcalder,uc-iic2113-20122,14,14,1329,65,675,None,None,None,None,3058,14,15,65,3058,1,3,3
220,openEHR,specifications,5,5,3924,498,4547,None,None,None,None,3067,5,393,498,3070,2,212,224
221,Complexible,stardog-docs,25,25,1223,989,10257,None,None,None,None,3073,25,730,989,3073,1,14,14
222,kewlniss,STYWinJS24,1,1,1238,1,1625,None,None,None,None,3097,1,1,1,3097,1,1,1
223,mckinley-olsen,CS5200_Tanks,2,2,1259,31,4800,None,None,None,None,3098,2,26,31,3098,1,1,1
224,lahabana,clucene,2,2,1275,81,2110,None,None,None,None,3100,2,78,81,3100,1,1,1
225,wilvec,NominaUML,2,2,1239,3,209,None,None,None,None,3102,2,2,3,3102,1,2,2
226,roisagiv,webrtc-ios,1,1,1716,2,6582,None,None,None,None,2943,1,2,2,2943,1,2,2
227,wagnerjs,SIGAR,18,18,2336,374,2624,None,None,None,None,3112,18,70,374,3108,2,2,3
228,holbrook,envadmin,4,4,1239,69,29839,None,None,None,None,3122,4,35,69,3122,1,1,1
229,jenetics,jenetics,8,8,2932,10040,7298,None,None,None,None,3129,8,6432,10040,,0,,0
230,sonnykr,gcalc,3,3,1208,24,55,None,None,None,None,3134,3,11,24,3134,1,1,1
231,squarezw,ryancheung.github.com,79,95,2360,775,930,None,None,None,None,3166,95,295,775,3163,1,1,1
232,mastergreg,SoftEng,3,3,1205,48,66,None,None,None,None,3233,3,21,48,3232,2,1,2
233,eknelson17,concurrent-project-1,6,6,1210,44,17,None,None,None,None,3238,6,14,44,3237,2,1,2
234,mlecoutre,ajf,6,6,2020,1093,2956,None,None,None,None,3241,6,683,1093,3241,1,8,8
235,iq9,russbrooks.com,8,14,2686,361,578,None,None,None,None,3247,14,206,361,3258,1,1,1
236,danmayer,danmayer.github.com,24,25,1545,349,626,None,None,None,None,3261,25,133,349,3261,1,2,2
237,andrea-bottoli,DOSE---Hexxagon,6,6,1259,52,14953,None,None,None,None,3267,6,31,52,3272,1,1,1
238,stoyanr,Evictor,4,4,1247,67,201,None,None,None,None,3273,4,43,67,3273,1,1,1
239,ubenzer,Agent-Based-Programming-Experiments-with-JADE,2,2,1212,27,1256,None,None,None,None,3277,2,26,27,3277,1,3,3
240,nachmadi,aplikasi-kasbon,7,7,1744,33,303,None,None,None,None,3281,7,8,33,3285,1,1,1
241,globicon,mobile-client,6,6,1242,123,6274,None,None,None,None,3286,6,85,123,3286,1,1,1
242,gyagapen,Synox,3,3,1579,222,985,None,None,None,None,3292,3,131,222,3292,1,1,1
243,NoNo1234,the_walking_project,2,2,1208,21,3342,None,None,None,None,3295,2,13,21,3296,1,62,62
244,ejsmont-artur,phpProxyBuilder,4,4,1207,46,94,None,None,None,None,3298,4,43,46,3298,1,4,4
245,SabatinoMasala,PRESENTATION05,3,3,1229,100,358,None,None,None,None,3303,3,50,100,3303,1,1,1
246,Hicks48,OhHa,1,1,1253,9,496,None,None,None,None,3304,1,9,9,3304,1,2,2
247,sayan801,ConstructionManagementSystem,8,8,1207,54,606,None,None,None,None,687,8,19,54,687,1,4,4
248,sayan801,ShoppingMallManagementSystem,10,10,1199,195,446,None,None,None,None,691,10,39,195,694,1,1,1
249,lagodiuk,genetic-algorithm,5,5,1238,24,33,None,None,None,None,3312,5,20,24,3312,1,2,2
250,danap,myjsqlview-querybuilder,1,1,1248,329,140,None,None,None,None,3316,1,329,329,3316,1,1,1
251,iamtheschmitzer,liquibook,1,1,1113,177,132,None,None,None,None,3317,1,177,177,3317,1,3,3
252,fioan89,railsimulator,2,2,1246,17,83,None,None,None,None,3318,2,13,17,3318,1,1,1
253,LiU-IMT,EEE,3,3,1406,28,1710,None,None,None,None,3320,3,18,28,3320,1,1,1
254,eclipse,org.aspectj,13,14,4858,7944,21354,None,None,None,None,3328,14,4892,7944,3325,1,1,1
255,martintama,gd-orion,3,3,1296,70,183,None,None,None,None,3338,3,59,70,3338,1,5,5
256,tikalk,tikal-ant-installer,1,1,1217,7,2007,None,None,None,None,3340,1,7,7,3340,1,3,3
257,satyaakam,truenorth,4,4,1207,29,59,None,None,None,None,3341,4,13,29,3343,1,1,1
258,a-krebs,finances,3,3,1443,126,193,None,None,None,None,3346,3,124,126,3346,1,6,6
259,CoNetPad,CoNetPad,8,8,1316,383,1100,None,None,None,None,3349,8,141,383,3349,2,15,24
260,extendev,daw,1,1,1211,34,546,None,None,None,None,3356,1,34,34,3356,1,2,2
