#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
262,ProjektAugustiner,yamoda-wiki,3,3,1482,12,46,None,None,None,None,5759,3,6,12,5760,1,1,1
263,bradmccormack,UniversityNMisc,4,4,1371,15,366,None,None,None,None,5762,4,12,15,5763,1,1,1
264,NAMD,pypln.org,3,3,1320,14,367,None,None,None,None,5766,3,8,14,5767,1,40,40
265,Matthimatiker,MolComponents,1,1,1392,1160,307,None,None,None,None,5769,1,1160,1160,,0,,0
266,kyleivey,CS372-Transit-Application,6,6,1702,110,1108,None,None,None,None,5773,6,44,110,5771,2,1,2
267,glanchow,consmaster,1,1,1303,30,85,None,None,None,None,5776,1,30,30,5776,1,2,2
268,danielschuster,mobilis_deprecated,2,2,1309,2,2105,None,None,None,None,5777,2,1,2,5778,1,1,1
269,alexleutgoeb,WellDone,7,7,2351,532,548,None,None,None,None,5779,7,279,532,5783,1,1,1
270,insanehong,incorrectnote,1,1,933,5,381,None,None,None,None,5786,1,5,5,5786,1,1,1
271,dextervip,rpv,5,5,1456,511,1431,None,None,None,None,5789,5,237,511,5787,1,2,2
272,posaunehm,Codersation,14,14,1300,481,693,None,None,None,None,5798,14,108,481,5804,1,1,1
273,ieor140-team4,Project2-good,5,5,1308,56,223,None,None,None,None,5807,5,33,56,5808,2,1,2
274,MoonGames,collab-panel,8,8,1381,59,91,None,None,None,None,5815,8,42,59,5815,1,1,1
275,zr2d2,Blue-Jay,5,5,1882,214,816,None,None,None,None,5820,5,140,214,5822,1,2,2
276,frolich,CA,2,2,1302,2,79,None,None,None,None,5824,2,1,2,5825,1,2,2
277,deckeraa,deckeraa.github.com,1,1,1309,24,171,None,None,None,None,5826,1,24,24,5826,1,1,1
278,andresrosso,proyectogrado-docs,10,10,1462,108,451,None,None,None,None,5832,10,41,108,5832,3,1,3
279,caciula,c301,2,2,1282,4,130,None,None,None,None,5837,2,2,4,5837,1,1,1
280,JanUlrich,PGP-Chat,4,4,1302,24,187,None,None,None,None,5841,4,11,24,5842,1,1,1
281,juliat,juliat.github.com,3,3,1229,92,1287,None,None,None,None,5843,3,47,92,5843,1,1,1
282,williamrjribeiro,cordetector,1,1,1311,3,32,None,None,None,None,5846,1,3,3,5846,1,2,2
283,Rofflarn,Gym-app,10,10,1303,606,3069,None,None,None,None,5853,10,116,606,5851,1,1,1
284,abjugard,DAT255-EpiClock,5,5,1301,413,437,None,None,None,None,5860,5,209,413,5860,1,1,1
285,yehohanan7,tikvah,3,3,1308,84,20197,None,None,None,None,5864,3,69,84,5864,1,8,8
286,ianobraczka,EasyPlay,3,3,1392,8,18,None,None,None,None,5865,3,4,8,5865,2,1,2
287,FlaShG,SEP12,41,41,1303,1403,643,None,None,None,None,5871,41,334,1403,5869,1,1,1
288,mkarppan,OhHa,6,6,1309,48,120,None,None,None,None,5915,6,40,48,5915,1,3,3
289,pinkdawn,image-getter,2,2,1319,11,59,None,None,None,None,5916,2,10,11,5916,1,1,1
290,jggc94,Ayudante-Estudiantil,1,1,1302,8,95,None,None,None,None,5918,1,8,8,5918,1,1,1
291,henrikromby,virksomhedsprojekt,5,5,1301,207,437,None,None,None,None,5919,5,165,207,5921,2,1,2
292,voxeolabs,prism-samples,2,2,2121,28,1082,None,None,None,None,5924,2,26,28,5924,1,6,6
293,PublicMapping,publicmapping.github.com,5,5,1739,41,3474,None,None,None,None,5927,5,23,41,5930,3,383,720
294,oranheim,deltaspike-solder,4,4,1304,35,3215,None,None,None,None,5933,4,26,35,5933,1,2,2
295,libbyshoop,csinparallel,21,21,1366,400,15645,None,None,None,None,5936,21,128,400,,0,,0
296,RobotML,robotml.github.com,4,4,1303,26,735,None,None,None,None,5957,4,21,26,5957,1,1,1
297,cesardv,kungfu,7,7,1315,172,659,None,None,None,None,5961,7,99,172,5961,1,2,2
298,SlimRoms,frameworks_base,1509,2551,2723,208150,123980,None,None,None,None,336,2551,7203,208150,256,1,5,5
299,ashawnbandy,cecs491,5,5,1314,150,3791,None,None,None,None,6579,5,98,150,6579,1,1,1
300,maxirosson,jdroid,8,8,1313,1478,6779,None,None,None,None,6582,8,1408,1478,6582,1,10,10
301,ttair,TuxSinbad,2,2,1911,10,8077,None,None,None,None,6590,2,9,10,6590,1,2,2
302,haneul,appfence_frameworks_base,203,349,2723,10256,20664,None,None,None,None,334,349,3813,10256,256,1,5,5
303,nicolas-manaud,rsslounge,3,3,1425,13,4903,None,None,None,None,6597,3,11,13,6595,1,1,1
304,Anthony-Todd,Roguelike,4,4,1310,34,55,None,None,None,None,6598,4,12,34,6598,1,1,1
305,mattloidolt,CS414,4,4,1308,144,398,None,None,None,None,6603,4,66,144,6603,1,4,4
306,riana,ModelGoon-UML4Java,3,3,1920,135,453,None,None,None,None,6607,3,130,135,6607,1,2,2
307,hivemind02,hivemind02.github.com,3,3,1428,14,862,None,None,None,None,6611,3,7,14,,0,,0
308,Noughmad,Sola,2,2,1632,487,1123,None,None,None,None,6612,2,440,487,6612,1,1,1
309,rigidus,rigidus.ru,2,2,1481,47,146,None,None,None,None,6614,2,37,47,6614,1,1,1
310,paulnguyen,cmpe281,3,3,1330,92,65632,None,None,None,None,6616,3,86,92,6618,1,1,1
311,mebusw,Maritime-Silk-Road,2,2,1538,73,409,None,None,None,None,6620,2,52,73,6619,2,2,3
312,jbosstm,documentation,11,12,1468,212,1338,None,None,None,None,6621,12,132,212,,0,,0
313,mck-,Open-VRP,5,5,1554,683,112,None,None,None,None,6633,5,661,683,6633,1,5,5
314,helios66,loss_estimate,1,1,1308,7,1178,None,None,None,None,6638,1,7,7,6638,1,2,2
315,krazdax5,HobbyCartes,7,7,1317,268,727,None,None,None,None,6641,7,88,268,6643,1,1,1
316,dukeboard,kevoree-talks,8,8,1398,428,4681,None,None,None,None,6649,8,194,428,6649,1,1,1
317,wraith9,AudioFiles,4,4,1527,75,95,None,None,None,None,6655,4,40,75,6655,1,3,3
318,brunopessanha,Projeto-Final-UnB,3,3,1656,347,117,None,None,None,None,6659,3,181,347,6659,1,2,2
319,begbegin,newparck,1,1,1314,4,196,None,None,None,None,2469,1,4,4,2469,1,1,1
320,rseal,BitPatternGenerator,3,3,2379,34,341,None,None,None,None,6662,3,25,34,6662,1,1,1
321,aedificium,aedificium,2,2,1305,2,8077,None,None,None,None,6664,2,1,2,6665,1,1,1
322,Weltraumschaf,Slides,4,4,1881,39,206,None,None,None,None,6666,4,28,39,6666,1,4,4
323,dnlove,ns3,3,3,1549,25,9049,None,None,None,None,6670,3,10,25,6670,1,1,1
324,electron128,RetroShare-Android-Client,1,1,1303,33,321,None,None,None,None,6672,1,33,33,6672,1,1,1
325,RabbitKiss,eXceedVote,1,1,1281,12,72,None,None,None,None,6673,1,12,12,6673,1,1,1
326,jmbruel,ACSI,2,2,1328,39,907,None,None,None,None,6674,2,35,39,6674,1,2,2
327,moversti,Ristinolla-OhHa,2,2,1309,45,35,None,None,None,None,6677,2,44,45,6677,1,1,1
328,pyryk,mobiilinoppa,3,3,1482,102,4280,None,None,None,None,6678,3,41,102,6678,2,1,2
329,dsheiko,HTML5-Form-Shim,7,7,1527,118,187,None,None,None,None,6682,7,97,118,6682,1,3,3
330,itu-cstp,BDSAMcGyvers,4,4,1309,72,370,None,None,None,None,6691,4,27,72,6688,1,1,1
331,lmucs,wutup,17,17,1313,722,528,None,None,None,None,6695,17,131,722,6695,1,2,2
332,tonyrog,canopen,5,5,2115,241,176,None,None,None,None,6713,5,109,241,6713,1,5,5
333,melexis,activiti,27,27,2118,2743,51875,None,None,None,None,5097,27,696,2743,5098,1,1,1
334,timcrider,IPLocker,1,1,1296,9,1750,None,None,None,None,6715,1,9,9,6715,1,2,2
335,lvklabs,chatbot,4,4,1516,1020,1584,None,None,None,None,6716,4,636,1020,6716,2,11,17
336,hatlessman,A3Billing,1,1,1295,3,3065,None,None,None,None,6720,1,3,3,6720,1,1,1
337,sylzys,cesi_komodo,12,12,1293,533,12613,None,None,None,None,6721,12,159,533,6721,2,2,3
338,ButterFree,TeX,5,5,1288,45,50,None,None,None,None,6735,5,39,45,6735,2,5,6
339,mvolkmann,VMap,1,1,1883,14,58,None,None,None,None,6738,1,14,14,6738,1,1,1
340,ig2gi,philo_graph,2,2,1298,17,162,None,None,None,None,6740,2,14,17,6740,1,2,2
341,Jummartinezro,encoming,1,1,1283,1,33,None,None,None,None,6741,1,1,1,6741,1,1,1
342,haiku,buildtools,32,37,4176,515,125917,None,None,None,None,6742,37,164,515,6759,1,12,12
343,graemedouglas,autosistant,1,1,1284,128,58,None,None,None,None,6780,1,128,128,6780,1,1,1
344,gmorel,ez_scaffolding,2,2,1292,6,320,None,None,None,None,6781,2,5,6,6781,1,1,1
345,thexa4,perfectpong,3,3,1283,16,184,None,None,None,None,6785,3,14,16,6785,1,1,1
346,nuclearsandwich,Mancala,3,3,1981,86,45,None,None,None,None,6786,3,54,86,6788,1,2,2
347,zetacomponents,Feed,12,12,3592,399,1892,None,None,None,None,3862,12,294,399,3862,3,14,18
348,mdfeist,CMPUT301F12T12,11,11,1281,299,2390,None,None,None,None,6792,11,191,299,6792,2,5,6
349,smessing,Hog,8,8,1510,1333,13999,None,None,None,None,6802,8,896,1333,6803,1,1,1
350,craigmcmillan01,C-sharp-Work,1,1,1281,41,720,None,None,None,None,6810,1,41,41,6810,1,1,1
351,feliperuppel,PIM,3,3,1297,11,102,None,None,None,None,6811,3,7,11,6811,1,1,1
352,tillmo,do-roam,59,63,3538,3658,3333,None,None,None,None,6828,63,1496,3658,6872,1,1,1
353,panteleev-mihail,MailMessenger,8,8,1295,120,930,None,None,None,None,6878,8,26,120,6877,1,1,1
354,SoggyNoose,BrahmaApp,2,2,1292,20,137,None,None,None,None,6881,2,15,20,6882,1,2,2
355,payola,Payola,16,16,1613,1921,3700,None,None,None,None,6888,16,631,1921,6887,1,1,1
356,seivan,zombie_cpp_sdl,1,1,2602,2,165,None,None,None,None,6899,1,2,2,6899,1,1,1
357,web-development,web-development.github.com,1,1,1501,152,1465,None,None,None,None,6900,1,152,152,6900,1,4,4
358,hjc1710,JagTrack,12,12,1515,139,8138,None,None,None,None,6901,12,73,139,6912,1,6,6
359,IntersectAustralia,dc2c,11,12,1853,320,265,None,None,None,None,6921,12,137,320,6921,1,1,1
360,bentmann,maven-3,39,39,4599,9170,14870,None,None,None,None,2405,39,2408,9170,2412,1,1,1
361,theDanielo,jeppe,2,2,1292,5,808,None,None,None,None,6925,2,4,5,6925,1,1,1
362,patux,YaCOMAS,4,4,3174,56,451,None,None,None,None,6928,4,41,56,6927,1,1,1
363,govind22,mptcp-ns-3.11,1,1,1725,7,13890,None,None,None,None,6931,1,7,7,6931,1,1,1
364,BDSAMacGyvers,AS39,3,3,1288,26,31,None,None,None,None,6691,3,16,26,6691,1,1,1
365,spyla,donejs,27,27,2245,812,709,None,None,None,None,6935,27,196,812,6943,1,1,1
366,ORiGiNe,userspace-usb-serie,13,13,1527,109,131,None,None,None,None,6964,13,29,109,6961,1,2,2
367,4IF-H4202,SysBag,1,1,1449,2,1961,None,None,None,None,3173,1,2,2,3173,1,24,24
368,Madzia,Inzynieria_Oprogramowania,6,6,1273,14,27,None,None,None,None,6974,6,6,14,6974,1,2,2
369,trygvea,grails-class-diagram,3,3,2425,67,248,None,None,None,None,6979,3,53,67,6979,1,1,1
370,busjaeger,cs423fa11grp6,5,5,1676,242,361,None,None,None,None,6982,5,152,242,6985,1,1,1
371,LukeKennedy,freezing-hipster,3,3,1292,21,365,None,None,None,None,6988,3,12,21,6987,1,2,2
372,jjn1056,Shutterstock-TODO,1,1,1295,12,88,None,None,None,None,6990,1,12,12,6990,1,1,1
373,C204-242-DJSMT,Assignment-2,7,7,1293,70,173,None,None,None,None,6991,7,36,70,6991,1,1,1
374,UWB-Biocomputing,BrainGrid,37,37,1282,444,1013,None,None,None,None,7014,37,95,444,7002,3,10,14
375,pedzindm,BrahmaAppDaleZac,2,2,1292,25,1427,None,None,None,None,5612,2,18,25,5612,1,2,2
376,venthur,pyff-lecture,2,2,1287,15,34,None,None,None,None,7037,2,14,15,7037,1,1,1
377,saninosan,jumper_game,6,6,1291,176,212,None,None,None,None,7043,6,62,176,7043,1,2,2
378,antonioricardojr,si1Project,4,4,1470,148,440,None,None,None,None,7045,4,89,148,7047,1,1,1
379,fbsd,lldb,39,39,2127,7591,4824,None,None,None,None,7053,39,1946,7591,7071,1,65,65
380,kergoth,poky,74,823,3870,41590,30570,None,None,None,None,7189,823,4029,41590,7189,1,2,2
381,ging,isabel,6,7,1656,51,7769,None,None,None,None,7911,7,39,51,7911,1,1,1
382,BDSAMacGyvers,AS35,2,2,1288,2,6,None,None,None,None,6688,2,1,2,6688,1,1,1
383,theampersand,corespring,2,2,1294,5,4648,None,None,None,None,7919,2,4,5,7918,1,2,2
384,Osbern,ISTIC_M2GL,11,11,1292,174,3037,None,None,None,None,7923,11,88,174,7923,1,9,9
385,jtan189,Grubcious,2,2,1299,5,59,None,None,None,None,7932,2,4,5,7932,1,1,1
386,swp012-6,Webressourcen-12,12,12,1484,300,14346,None,None,None,None,7940,12,123,300,7938,2,5,8
387,AOKP,frameworks_base_disabled,667,1160,2723,79747,49716,None,None,None,None,334,1160,4188,79747,256,1,5,5
388,yuqiaoyan,fb_code,2,2,1292,47,4493,None,None,None,None,8008,2,42,47,8008,1,2,2
389,autonomousagents,Assignment2,7,7,1287,79,84,None,None,None,None,5094,7,32,79,5094,1,3,3
390,pauletienney,siliconnexion,2,2,1298,38,16506,None,None,None,None,8013,2,37,38,8013,1,1,1
391,GilbertTeam,Tales-Generator,5,5,1512,121,622,None,None,None,None,8015,5,67,121,8015,1,1,1
392,begbegin,NewParckBiss,2,2,1295,4,77,None,None,None,None,2469,2,2,4,2469,1,1,1
393,busjaeger,uiuc,1,1,1282,7,698,None,None,None,None,6982,1,7,7,6982,1,1,1
394,Spliffy,spliffy,4,4,1447,57,656,None,None,None,None,2588,4,25,57,8022,1,1,1
395,wjw465150,Sqs4J,2,2,1652,113,98,None,None,None,None,8023,2,112,113,8023,1,2,2
396,libMesh,libmesh,74,86,4834,18624,139386,None,None,None,None,8033,86,3422,18624,8045,1,1,1
397,hip4,patmon1,1,1,1282,2,858,None,None,None,None,8111,1,2,2,8111,1,1,1
398,lorenzo,workflow,2,2,2440,10,445,None,None,None,None,8112,2,8,10,8112,1,2,2
399,gelosie,jdic,25,25,4597,1373,2231,None,None,None,None,8117,25,483,1373,8117,1,3,3
400,pamerca,bf_app,5,5,2498,55,80,None,None,None,None,8141,5,33,55,8143,1,2,2
401,annazhong,javascriptmvc,2,2,1295,3,1416,None,None,None,None,8145,2,2,3,8145,1,1,1
402,jmolloy,pedigree,44,44,3000,3621,27490,None,None,None,None,8167,44,2403,3621,8167,1,1,1
403,joakimpersson,TDA367,5,5,1484,695,431,None,None,None,None,5860,5,327,695,5860,1,11,11
404,maxdeliso,elevatorSim,15,15,1294,620,32684,None,None,None,None,8191,15,520,620,8191,1,2,2
405,wenxinguo,xisip,3,3,1441,6,2416,None,None,None,None,8207,3,3,6,8207,1,1,1
406,Jopie64,pjsip,5,5,3808,3288,26225,None,None,None,None,8209,5,2741,3288,8209,1,3,3
407,ipince,pawned,2,2,1321,4,293,None,None,None,None,8214,2,3,4,8215,1,1,1
408,johanbrook,medioqre,9,10,1488,1009,1748,None,None,None,None,8217,10,391,1009,8217,2,2,3
409,mistycheney,registration,2,2,1285,61,234,None,None,None,None,8226,2,57,61,8226,1,5,5
410,compuwizard123,csse477-brahma,4,4,1292,41,182,None,None,None,None,8228,4,26,41,8229,1,1,1
411,unknown-horizons,unknown-horizons,131,277,3090,14859,26010,None,None,None,None,8323,277,2015,14859,8295,1,1,1
412,RongGu,SHadoop,2,2,1288,20,9396,None,None,None,None,8513,2,13,20,8513,1,17,17
413,guilhermemg,SIProject,8,8,1473,345,15719,None,None,None,None,8514,8,194,345,8514,1,3,3
414,crholm,MDFS,1,1,1390,35,449,None,None,None,None,8522,1,35,35,8522,1,4,4
415,excilys-blemale,rapport-tfe,2,2,1294,7,158,None,None,None,None,8524,2,6,7,8524,1,2,2
416,tullyj,CMPUT301F12T03,21,22,1286,324,546,None,None,None,None,8530,22,89,324,8540,1,2,2
417,chakrit,pjsip,6,6,3808,7336,5832,None,None,None,None,8209,6,5522,7336,8209,1,3,3
418,schmeedy,gmf,20,20,3897,2050,8343,None,None,None,None,5483,20,687,2050,5488,1,1,1
419,allwinner-ics,platform_frameworks_base,540,859,2723,60164,39684,None,None,None,None,334,859,4188,60164,256,1,5,5
420,hudson,svnkit,2,2,1915,6,1206,None,None,None,None,8563,2,4,6,8562,1,2,2
421,mcast,perlunit,13,13,5892,432,1089,None,None,None,None,8570,13,151,432,,0,,0
422,nicolaikruger,BDSA-2012,9,9,1295,140,867,None,None,None,None,8578,9,48,140,8581,3,2,5
423,aliuy,HTML2Mobile,7,7,1517,134,237,None,None,None,None,8585,7,52,134,8587,1,2,2
424,algaworks,curso-fundamentos-java-e-orientacao-a-objetos,5,5,1531,126,585,None,None,None,None,8593,5,45,126,3447,1,2,2
425,juannn91,obsan,1,1,1288,9,988,None,None,None,None,8595,1,9,9,8595,1,3,3
426,zerokol,eFLL,5,5,1285,52,38,None,None,None,None,8596,5,30,52,8596,1,1,1
427,gerritjvv,glue,6,6,1294,237,1376,None,None,None,None,8602,6,207,237,8602,1,1,1
428,havlenapetr,android_frameworks_base,745,1152,2723,104650,53228,None,None,None,None,336,1152,4910,104650,256,1,5,5
429,Brammie,WebRoulette,3,3,1288,25,155,None,None,None,None,8608,3,17,25,8609,1,1,1
430,oberhamsi,ringojs-openshift-example,1,1,1460,2,1670,None,None,None,None,8611,1,2,2,8611,1,1,1
431,DanielMSchmidt,asteroids-java,1,1,1285,37,202,None,None,None,None,8612,1,37,37,8612,1,1,1
432,Mackro,CMP,5,5,1483,433,374,None,None,None,None,8613,5,145,433,8616,1,1,1
433,tmobile,themes-platform-frameworks-base,316,538,2723,27161,26756,None,None,None,None,334,538,4188,27161,256,1,5,5
434,CMPUT301F12T05,classproject,7,7,1283,191,694,None,None,None,None,8621,7,82,191,8620,1,1,1
435,gfobe,EmotionML-Lib-CSharp,1,1,1515,54,44,None,None,None,None,8625,1,54,54,8625,1,1,1
436,cs301w09,301_project,4,4,1518,183,330,None,None,None,None,8627,4,65,183,8626,1,1,1
437,classicnerd,frameworks_base,560,903,2723,62118,41289,None,None,None,None,334,903,4188,62118,256,1,5,5
438,ibaca,slides,4,4,1545,10,1388,None,None,None,None,8645,4,7,10,8645,1,3,3
439,gewthen,ezcomponents,1,1,1745,2,12259,None,None,None,None,8649,1,2,2,8649,1,19,19
440,Wutzara,gnome-university-code-examples,2,2,1290,23,42,None,None,None,None,8650,2,17,23,8650,1,1,1
441,rvadali,fb-raid-refactoring,2,2,1567,4,3569,None,None,None,None,8652,2,2,4,8652,1,2,2
442,JunichiIto,passenger_overflow2,1,1,1536,142,189,None,None,None,None,8654,1,142,142,8654,1,1,1
443,Crunch09,memory,6,6,1412,218,215,None,None,None,None,8659,6,71,218,8659,1,1,1
444,UMLArchitect,UMLArchitect,14,14,1543,58,506,None,None,None,None,8672,14,16,58,8664,1,7,7
445,schoenm1,warranty,4,4,1281,170,667,None,None,None,None,8678,4,63,170,8675,1,4,4
446,msu-capstone-team-urban-science,infographic-generator,9,9,1530,715,994,None,None,None,None,8680,9,231,715,,0,,0
447,inwebo,My.DeviantArt-API,1,1,1512,49,77,None,None,None,None,8688,1,49,49,8688,1,1,1
448,clemenshrd,se2-projekt,11,12,1452,143,804,None,None,None,None,8696,12,66,143,8690,1,1,1
449,LWPsix,LWPsix,8,8,1513,97,206,None,None,None,None,8705,8,27,97,8705,1,2,2
450,chengbo,android_dev_guide_translation_cn,1,1,1456,7,1120,None,None,None,None,8709,1,7,7,8709,1,2,2
451,AppScale,sample-apps,13,10,1293,88,23052,None,None,None,None,8710,10,23,88,8715,1,1,1
452,gesnerjr,ESW-SIGP,1,1,1295,3,627,None,None,None,None,8723,1,3,3,8723,1,1,1
453,sparkslabs,kamaelia,34,34,4179,4935,138821,None,None,None,None,8726,34,1399,4935,8746,2,14,16
454,DESU-CompilerConstruction-fall2012,Compiler,4,4,1287,114,391,None,None,None,None,8759,4,57,114,8760,2,1,2
455,BMRagot,ObjetLofteur,2,2,1282,75,87,None,None,None,None,8762,2,45,75,8762,1,5,5
456,Shmuma,hadoop,1,1,1440,37,27518,None,None,None,None,8764,1,37,37,8764,1,14,14
457,yenrab,qchybrid,2,2,1288,8,7953,None,None,None,None,8765,2,5,8,8765,1,1,1
458,zetacomponents,Debug,15,15,3890,151,102,None,None,None,None,3857,15,64,151,3861,3,6,10
459,bsaunder,cs414-discussions,1,1,1300,7,16,None,None,None,None,8768,1,7,7,8768,1,4,4
460,buehler,ChallP_mustached-cyril,4,4,1287,185,499,None,None,None,None,8770,4,159,185,8770,1,2,2
461,koven2049,hdfs-cloudera-cdh3u3-production,1,1,1456,1,8039,None,None,None,None,8773,1,1,1,8773,1,3,3
462,limeikle,proof-general,2,2,1297,3,1719,None,None,None,None,8775,2,2,3,8774,1,3,3
463,wimleers,sudoku,2,2,1984,16,93,None,None,None,None,8776,2,15,16,8776,1,2,2
464,nero2000,Amantech,4,4,1462,93,2472,None,None,None,None,8779,4,42,93,8779,1,1,1
465,thiagoss,poky,60,286,3870,19947,16798,None,None,None,None,7086,286,2573,19947,7189,1,3,3
466,alisomer,essexbooking,10,10,1531,79,1035,None,None,None,None,8784,10,37,79,8784,3,1,3
467,ramntry,homeworks,2,2,1618,206,489,None,None,None,None,8793,2,156,206,8794,1,2,2
468,eclipse,emf.compare,29,32,3290,4723,34200,None,None,None,None,8797,32,838,4723,8818,1,1,1
469,zetacomponents,ImageConversion,13,13,3896,254,283,None,None,None,None,3861,13,145,254,3857,2,3,4
470,jguze,ACiv,3,3,1283,5,1853,None,None,None,None,8825,3,2,5,8825,1,9,9
471,SirMorek,c301a,1,1,1282,2,72,None,None,None,None,8827,1,2,2,8827,1,1,1
472,italotm,ProjetoSi1InfoCarona,4,4,1349,6,598,None,None,None,None,8830,4,3,6,8830,1,1,1
473,SynBioDex,synbiodex.github.com,3,3,1668,37,139,None,None,None,None,8832,3,35,37,8832,1,4,4
474,msweatt,RecyclerGameJava,5,5,1284,29,49,None,None,None,None,8835,5,14,29,8836,1,2,2
475,pmuir,ticket-monster,16,23,1585,1054,3424,None,None,None,None,4340,23,591,1054,4339,1,1,1
476,kaige,Rena,3,3,1295,85,1958,None,None,None,None,8856,3,65,85,8856,1,1,1
477,jwaldrop,maven,2,2,1292,2,3084,None,None,None,None,8859,2,1,2,8860,1,1,1
478,tryonn,CarRent,3,3,1351,4,1733,None,None,None,None,8861,3,2,4,8861,1,4,4
479,Frameset91,untitled0815,29,29,1296,743,3883,None,None,None,None,8871,29,145,743,8866,2,1,2
480,KaneRoot,public,7,7,1666,836,1455,None,None,None,None,8893,7,634,836,8897,1,2,2
481,ateston,user-manager,5,5,1288,29,43,None,None,None,None,8904,5,9,29,8903,1,3,3
482,CMPUT301F12T13,classproject,7,7,1283,290,418,None,None,None,None,8907,7,70,290,8910,2,6,9
483,SalvageMod,platform_frameworks_base,322,558,2723,27429,27087,None,None,None,None,334,558,4188,27429,256,1,5,5
484,CMPUT301F12T07,classproject,18,18,1284,263,435,None,None,None,None,8926,18,54,263,8924,1,3,3
485,FieldDB,FieldDBWebServer,13,13,1298,354,612,None,None,None,None,8939,13,220,354,,0,,0
486,hibernate,in.relation.to,14,13,385,294,3082,None,None,None,None,8953,13,61,294,8954,1,1,1
487,mimosa-org,ws-cir,1,1,1770,25,400,None,None,None,None,8964,1,25,25,8964,1,1,1
488,karineleles,Projeto_SGPS,2,2,1282,19,177,None,None,None,None,8965,2,17,19,8965,1,4,4
489,pcego,BDII,2,2,1479,6,5,None,None,None,None,5587,2,5,6,5587,1,1,1
490,rafael-ac-sa,Proyecto1-RafaelAcosta-RonaldRubi,1,1,1296,7,133,None,None,None,None,8968,1,7,7,8968,1,1,1
491,cs301w06,c301_project,6,6,1517,270,425,None,None,None,None,8970,6,90,270,8970,2,2,3
492,DmitriyG,Diplom,1,1,1281,24,222,None,None,None,None,8975,1,24,24,8975,1,9,9
493,GestUAB,GestUAB,18,18,1408,215,2180,None,None,None,None,8976,18,128,215,8978,1,1,1
494,shakaran,freestation-doc,1,1,1298,5,166,None,None,None,None,8994,1,5,5,8994,1,1,1
495,westwest,DeathRally,10,9,1300,149,502,None,None,None,None,9001,9,73,149,9000,1,1,1
496,smunix,ns-3-rfid,4,4,1472,24,2523,None,None,None,None,9006,4,11,24,9006,1,1,1
497,mjhugo,MSSE,2,2,1544,67,1462,None,None,None,None,9009,2,66,67,9009,1,1,1
498,neversettle7,ProgettoIngSoft,1,1,1298,16,80,None,None,None,None,9010,1,16,16,9010,1,1,1
499,danse,surface,2,2,1298,4,148,None,None,None,None,9011,2,3,4,9011,1,1,1
500,ArqSoft201201,ArqSoft201201,4,4,1487,25,4650,None,None,None,None,9015,4,14,25,9015,1,1,1
501,shark555,Resources-Reservation-System,4,4,2224,24,87,None,None,None,None,9019,4,16,24,9019,1,6,6
502,sri-soham,pg-piwik,19,19,3178,5228,7080,None,None,None,None,9023,19,2482,5228,9023,1,3,3
503,pinne,sip_protocol,2,2,1289,27,28,None,None,None,None,9040,2,24,27,9040,1,1,1
504,syre,SortingIndustrialRobot,19,19,1509,1051,1778,None,None,None,None,9046,19,274,1051,9046,3,3,5
505,maurrysonn,curling-tools,2,2,810,64,194,None,None,None,None,9061,2,55,64,9061,1,4,4
506,pitaatip,Cyberwej,4,4,1476,226,461,None,None,None,None,9064,4,75,226,9063,2,9,10
507,henderea,BrahmaProject,2,2,1292,13,101,None,None,None,None,9068,2,9,13,9067,1,1,1
508,timcrider,Fakey,1,1,1281,3,856,None,None,None,None,6715,1,3,3,6715,1,2,2
509,cs225,CS225FinalProject,24,25,1446,291,139,None,None,None,None,9083,25,69,291,9071,1,1,1
510,HSR-Stud,OOAD,8,8,1539,39,49,None,None,None,None,9099,8,9,39,9102,1,1,1
511,ehsan,ogre,47,47,2885,3329,8509,None,None,None,None,9103,47,1519,3329,9103,1,2,2
512,Further077,cs313f12p1a,4,4,1295,37,724,None,None,None,None,9151,4,20,37,9150,1,2,2
513,ybakos,n2t-games-2012spring,1,1,1462,5,596,None,None,None,None,9154,1,5,5,9154,1,1,1
514,ev9eniy,evnine,1,1,1828,213,3059,None,None,None,None,9155,1,213,213,9155,1,2,2
515,sojakrob,PRO-ELearning,5,5,1619,69,2499,None,None,None,None,9156,5,46,69,9156,1,6,6
516,jlombardo,IndependentCopy,4,4,1497,27,129,None,None,None,None,9161,4,16,27,9161,1,2,2
517,ratheile,MSSSM,4,4,1282,317,559,None,None,None,None,9167,4,156,317,9165,1,1,1
518,kiith-sa,SoftwareEngineering,2,2,1507,36,46,None,None,None,None,9169,2,21,36,9170,1,1,1
