#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
23,SDEagle,MagBounce,9,9,1747,242,297,None,None,None,None,2186,9,70,242,2191,2,2,3
24,iut-ibk,DynaMind-UrbanSim,3,3,1708,30,6177,None,None,None,None,2196,3,21,30,2195,1,3,3
25,CuonDeveloper,cuon,6,6,4380,1045,7619,None,None,None,None,2198,6,564,1045,2198,2,224,382
26,dzo,frameworks_base,666,1051,2723,64299,46146,None,None,None,None,334,1051,4188,64299,256,1,5,5
27,G-Node,Morphjongleur,3,3,1407,59,123,None,None,None,None,2393,3,35,59,2394,1,1,1
28,lalyos,derbyfood,3,3,1352,21,40,None,None,None,None,2395,3,17,21,2395,1,1,1
29,adrien59cadri,git_presentation,4,4,1405,11,61,None,None,None,None,2398,4,7,11,2398,1,1,1
30,cortezmk,bullet4android,2,2,1332,53,656,None,None,None,None,2403,2,52,53,2403,1,1,1
31,Tibor17,maven,58,65,4599,9934,15122,None,None,None,None,2405,65,2447,9934,2412,1,1,1
32,begwissou,supperparckvoiture,1,1,1329,5,102,None,None,None,None,2469,1,5,5,2469,1,1,1
33,alanrodas,PharoBot,1,1,1459,25,760,None,None,None,None,2470,1,25,25,2470,1,6,6
34,ownport,my-notes,3,3,1369,122,78,None,None,None,None,2471,3,107,122,2473,1,1,1
35,adityaapte,CERR,5,5,1483,773,2855,None,None,None,None,2474,5,487,773,2474,1,3,3
36,mmoselhy,poky-e100-denzil,2,2,1358,15,7959,None,None,None,None,2479,2,14,15,2479,1,1,1
37,Emergya,StandardMenu,4,4,1597,25,79,None,None,None,None,2481,4,12,25,2481,1,1,1
38,grosendorf,hadoop-puppet,1,1,1380,1,5538,None,None,None,None,2485,1,1,1,2485,1,7,7
39,exxcellent,echolot,8,9,1835,95,1019,None,None,None,None,2488,9,32,95,2486,1,1,1
40,Star2Billing,a2billing,22,22,3234,3309,5698,None,None,None,None,2495,22,1853,3309,2495,1,1,1
41,netty,netty.github.com,4,4,1139,128,26386,None,None,None,None,2518,4,82,128,2518,1,1,1
42,AnalogDevicesLyricLabs,dimple,15,15,1334,1916,2765,None,None,None,None,2523,15,1131,1916,2521,1,3,3
43,droolsjbpm,droolsjbpm-contributed-experiments,10,10,3444,134,31909,None,None,None,None,2539,10,61,134,2539,1,11,11
44,natevw,ShutterStem,4,4,2039,380,283,None,None,None,None,2547,4,374,380,2547,1,2,2
45,glinde,EDMOAL,2,2,1573,2,869,None,None,None,None,2550,2,1,2,2551,1,1,1
46,EWUDesignPatterns,Assignment1,4,4,1376,23,18,None,None,None,None,2553,4,11,23,2552,1,1,1
47,redcucumber,PiratesOnTheSea,2,2,1323,3,24,None,None,None,None,2557,2,2,3,2557,1,1,1
48,changshan,struts,1,1,1777,1,11328,None,None,None,None,2558,1,1,1,2558,1,4,4
49,Emergya,StandardBreadCrumb,4,4,1597,29,41,None,None,None,None,2559,4,16,29,2559,1,2,2
50,JamesKovacs,nhcontrib,20,20,2980,1612,14134,None,None,None,None,2562,20,425,1612,2577,1,2,2
51,hawkzc,ayam,1,1,1334,5,615,None,None,None,None,2580,1,5,5,2580,1,1,1
52,hansm,Automated-generation-of-microsites,4,4,1535,130,605,None,None,None,None,2582,4,84,130,2583,3,5,11
53,oddshocks,battlestar,2,2,1455,81,161,None,None,None,None,2585,2,80,81,2585,1,1,1
54,FullMetal210,milton-cloud,8,8,1392,151,4318,None,None,None,None,2588,8,70,151,2588,1,1,1
55,ala-k,conTECt,4,4,1498,13,48,None,None,None,None,2597,4,7,13,2595,1,1,1
56,conceptdev,xamarin-samples,3,3,1432,177,3768,None,None,None,None,2601,3,172,177,2601,1,4,4
57,EternalWind,The-Dark-Crystal,13,13,1770,865,360,None,None,None,None,2602,13,301,865,2605,1,6,6
58,ppoliani,Thesis,1,1,1327,19,8066,None,None,None,None,2615,1,19,19,2615,1,4,4
59,amercier,selenese-maven-plugin,5,5,1327,114,91,None,None,None,None,2617,5,73,114,2617,1,1,1
60,FireWhale,MusicApp3.0,1,1,1374,14,1783,None,None,None,None,2621,1,14,14,2621,1,1,1
61,proyectoalba,alba,17,17,3384,1115,15498,None,None,None,None,2624,17,426,1115,2624,1,2,2
62,eclipse,nebula,63,80,3612,2608,5608,None,None,None,None,2642,80,384,2608,2681,1,1,1
63,jonswaino,FileHelpers-fork,6,6,3693,887,2014,None,None,None,None,2722,6,830,887,2722,1,11,11
64,EvilTosha,Stellarium-GSoC12,2,2,1413,54,2101,None,None,None,None,2727,2,53,54,2727,1,4,4
65,mallamanis,randgen,4,4,1695,24,72,None,None,None,None,2732,4,15,24,2729,1,1,1
66,janfaessler,FHNW-Informatik-Zusammenfassungen,31,31,1477,442,1953,None,None,None,None,2733,31,97,442,2755,1,2,2
67,h3rald,h3rald,3,3,2486,467,1743,None,None,None,None,2765,3,431,467,2765,1,2,2
68,smarth-madan,RubyRealtor,3,3,1326,85,803,None,None,None,None,2767,3,54,85,2767,1,1,1
69,darkdigitaldream,Typhoon,12,12,16896,213,6410,None,None,None,None,2771,12,55,213,2777,1,1,1
70,jalmeida1,aulas-prog,5,5,1346,40,371,None,None,None,None,2783,5,16,40,2783,1,3,3
71,symfony-cmf,symfony-cmf-docs,159,168,1537,1805,316,None,None,None,None,33,168,273,1805,14,2,2,3
72,wyuka,kdesdk,1,1,1384,9,4523,None,None,None,None,2929,1,9,9,2929,1,2,2
73,Petrzlen,fmfi-poznamky,5,5,1390,101,857,None,None,None,None,2930,5,66,101,2930,1,2,2
74,redhattaccoss,Leadschat,2,2,1409,50,12153,None,None,None,None,2935,2,42,50,2935,1,1,1
75,sebnil,Sketchy-Truck,6,6,1405,32,1066,None,None,None,None,2938,6,11,32,2938,1,1,1
76,mozilla,input-lib,7,7,2119,91,16003,None,None,None,None,2944,7,55,91,2943,1,315,315
77,greearb,xorp.ct,33,38,4863,12663,60708,None,None,None,None,2954,38,6026,12663,2976,1,1,1
78,cathywu,Sentiment-Analysis,4,4,1619,91,19206,None,None,None,None,2991,4,49,91,2990,1,168,168
79,royratcliffe,ActiveResourceKit,1,1,1681,628,1593,None,None,None,None,2992,1,628,628,2992,1,3,3
80,jenny2008,hadoop-2.0.0-alpha-nkfs,4,4,1396,173,12415,None,None,None,None,2996,4,104,173,2993,1,6,6
81,crusherd,Einkaufsliste,4,4,1433,89,904,None,None,None,None,2999,4,43,89,2999,2,3,4
82,jhonnyguzman,sac,3,3,1327,59,1620,None,None,None,None,3001,3,49,59,3001,1,1,1
83,cozybit,aosp-frameworks-base,1,1,1413,17,21831,None,None,None,None,3004,1,17,17,3004,1,2,2
84,David-Estevez,REPY-2.0,2,2,1506,151,655,None,None,None,None,3006,2,122,151,3006,1,4,4
85,fragraider,avr_hacs,4,4,1466,89,569,None,None,None,None,3007,4,68,89,3007,1,1,1
86,edwardcrichton,BToolkit,4,4,1386,272,2023,None,None,None,None,3014,4,229,272,3012,2,3,6
87,jonaustin,advisoryscan,2,2,1835,2,1556,None,None,None,None,3015,2,1,2,3015,1,1,1
88,sebastianbergmann,phpunit-documentation,94,105,2293,1445,18799,None,None,None,None,3021,105,362,1445,3017,1,3,3
89,fmacicasan,FreeDaysIntern,11,11,1733,452,8511,None,None,None,None,3126,11,209,452,3126,3,6,15
90,4dnucleome,cog-abm,11,12,2094,56,177,None,None,None,None,3142,12,16,56,3133,2,1,2
91,outsideris,learning-spring,1,1,1543,61,380,None,None,None,None,3145,1,61,61,3145,1,2,2
92,mozilla,mozillians-lib,13,14,1937,151,7308,None,None,None,None,2944,14,37,151,2943,1,346,346
93,devtrac,devTrac,13,13,1520,524,375,None,None,None,None,3161,13,248,524,3165,1,1,1
94,H4311,Projet-Grammaire-Langages,11,11,1470,314,235,None,None,None,None,3179,11,93,314,3179,1,2,2
95,bref,bref.github.com,4,4,1524,40,424,None,None,None,None,3182,4,30,40,3182,1,1,1
96,irobledo,ssii-memoria-final,1,1,1330,16,41,None,None,None,None,3185,1,16,16,3185,1,3,3
97,scottbyrns,Machine-Learning,1,1,1970,37,321,None,None,None,None,3186,1,37,37,3186,1,1,1
98,python-fedex-devs,python-fedex,21,21,2414,220,480,None,None,None,None,3187,21,68,220,3207,2,32,59
99,BirgPublicizer,Metabolomics-Analysis-Toolbox,2,2,1541,34,1243,None,None,None,None,3209,2,22,34,3209,1,3,3
100,wf4ever,ro-manager,12,12,1687,872,1179,None,None,None,None,3210,12,671,872,3210,1,3,3
101,apache,maven,68,84,4599,11684,16784,None,None,None,None,2405,84,2587,11684,2412,1,1,1
102,robotics-at-maryland,tortuga,62,64,3448,5404,27318,None,None,None,None,3242,64,1859,5404,3242,1,3,3
103,huazonglin,java,4,4,1542,57,808,None,None,None,None,3306,4,41,57,3306,2,2,3
104,kacperj,NoteShare,7,7,1503,166,676,None,None,None,None,3313,7,76,166,3313,1,1,1
105,DockYard,reefpoints,110,110,1686,1864,813,None,None,None,None,3317,110,541,1864,3324,1,1,1
106,RestComm,jss7,31,32,2279,2752,23137,None,None,None,None,3430,32,649,2752,3438,1,2,2
107,jonatasdaniel,tcc,3,3,1319,78,3843,None,None,None,None,3460,3,63,78,3460,1,11,11
108,HGitMaster,udig-osgi,53,53,2726,1077,13530,None,None,None,None,3484,53,139,1077,3463,1,1,1
109,barrykn,android_frameworks_base-cm72-bkndh1,498,900,2723,29659,28077,None,None,None,None,334,900,4188,29659,256,1,5,5
110,dkartaschew,SolarCalculatorAndroid,2,2,1321,50,167,None,None,None,None,3776,2,48,50,3777,1,6,6
111,Gp2mv3,Syntheses,68,68,1592,2539,2693,None,None,None,None,3779,68,996,2539,3779,2,5,10
112,jbhg,simpleBattleship,3,3,1333,30,75,None,None,None,None,3848,3,26,30,3847,1,1,1
113,jenkinsci,jenkow-plugin,6,6,1415,193,6648,None,None,None,None,3849,6,143,193,3849,1,1,1
114,a1arias,Fashion-Helper,2,2,1608,69,8686,None,None,None,None,3855,2,64,69,3855,1,1,1
115,zetacomponents,Database,16,16,3701,256,145,None,None,None,None,3857,16,131,256,3857,2,6,7
116,roban,CosmoloPy,5,5,2424,155,450,None,None,None,None,3872,5,74,155,3873,1,5,5
117,dita-ot,ext-plugins,3,4,1473,26,3757,None,None,None,None,3877,4,23,26,3877,1,1,1
118,silverlab,megavista,12,12,1616,356,7915,None,None,None,None,3884,12,175,356,3881,1,3,3
119,pilhuhn,misc_writing,1,2,1433,38,175,None,None,None,None,3893,2,37,38,3893,1,1,1
120,null00,CodeComp,4,4,1334,93,316,None,None,None,None,3897,4,56,93,3897,1,2,2
121,avdi,alter-ego,4,4,2685,39,82,None,None,None,None,3899,4,31,39,3899,1,1,1
122,j4n0,callout,3,3,1457,15,90,None,None,None,None,3903,3,9,15,3903,1,1,1
123,cawka,ns-3-dev-ndnSIM,364,368,3515,21294,10524,None,None,None,None,3906,368,6057,21294,,0,,0
124,leomurta,labgc-2012.2,18,18,1327,443,307,None,None,None,None,4280,18,91,443,4280,3,3,7
125,moljac,MonoMobile.Dialog,3,3,1394,43,976,None,None,None,None,4292,3,41,43,4292,1,4,4
126,threetee,ruote-rails-example,1,1,2160,27,449,None,None,None,None,4295,1,27,27,4295,1,1,1
127,ccompiler4pic32,pic32-gcc,1,1,1686,2,72102,None,None,None,None,4296,1,2,2,4296,1,6,6
128,horsedrowner,Superscrot,2,2,1354,122,146,None,None,None,None,4297,2,120,122,4297,1,1,1
129,trentmillar,zork,2,2,1323,8,2288,None,None,None,None,4299,2,5,8,4299,1,1,1
130,punktDe,pt_extlist,38,38,2308,3062,2030,None,None,None,None,4304,38,985,3062,,0,,0
131,jboss,ticket-monster-tutorial,6,6,1545,104,105,None,None,None,None,4340,6,51,104,4339,1,1,1
132,gbarcia,agile-clockingIt,39,46,3292,4062,6326,None,None,None,None,4345,46,1406,4062,4385,1,1,1
133,COMP3111H-Project-Team,BallCraft,8,8,1516,440,466,None,None,None,None,4392,8,191,440,4396,1,1,1
134,juxtapos,Rain,9,9,1721,659,1504,None,None,None,None,4400,9,291,659,4404,1,2,2
135,CyanMobile,android_frameworks_base_cyanmobile,5,6,1330,599,16813,None,None,None,None,4409,6,548,599,4409,1,2,2
136,irossales,EPC,3,3,1329,95,143,None,None,None,None,4415,3,48,95,4414,1,1,1
137,joaofuentes,sql-course,8,8,1320,674,1524,None,None,None,None,4418,8,228,674,4417,2,9,10
138,Sid3y1,server,11,11,1575,44,2672,None,None,None,None,4432,11,12,44,4424,1,1,1
139,SongoQ,symfony-docs-pl,14,15,1677,477,236,None,None,None,None,4435,15,147,477,4445,1,1,1
140,ezsystems,ezcomments,38,39,2314,445,425,None,None,None,None,4450,39,243,445,4450,2,1,2
141,jfarr,spring-mvc-examples,2,2,1374,187,530,None,None,None,None,4486,2,182,187,4486,1,1,1
142,esc,Psignifit-3.x,12,17,2419,1829,453,None,None,None,None,4488,17,1041,1829,4490,1,2,2
143,dogfeet,dogfeet.github.com,4,4,1580,94,806,None,None,None,None,4505,4,80,94,4505,1,2,2
144,danilojrr,CompositeDesignPattern,2,2,1321,5,109,None,None,None,None,4510,2,3,5,4510,1,1,1
145,ksmiley,ticket-lottery,1,1,1361,6,178,None,None,None,None,4511,1,6,6,4511,1,1,1
146,z80,IPM,3,3,1483,609,10595,None,None,None,None,4513,3,306,609,4512,1,1,1
147,sloodle,sloodle_website,3,3,705,19,3514,None,None,None,None,4515,3,12,19,4515,1,3,3
148,baudvix,roboteams,13,13,1435,447,7252,None,None,None,None,4518,13,113,447,4521,3,6,12
149,phenomenal,rphenomenal,5,5,1635,182,12747,None,None,None,None,4532,5,93,182,4532,2,6,8
150,ipa320,setup,54,54,2404,546,395,None,None,None,None,4541,54,101,546,4551,1,1,1
151,aismail,AndroAR,4,4,1628,348,1806,None,None,None,None,4592,4,279,348,4592,1,2,2
152,dysbulic,tip,15,15,2234,3442,89626,None,None,None,None,4598,15,2670,3442,4598,1,2,2
153,SWPUebersetzerbauSS12,swp-uebersetzerbau-ss12,36,36,1453,1957,2321,None,None,None,None,4612,36,272,1957,4611,1,4,4
154,leotizzei,PublicHealthComplaintAO_01,3,3,1641,30,1919,None,None,None,None,4646,3,19,30,4645,1,1,1
155,urbanq,mgr,1,1,1435,120,366,None,None,None,None,4648,1,120,120,4648,1,2,2
156,IntersectAustralia,anznn,18,18,1541,636,693,None,None,None,None,4652,18,159,636,4652,1,1,1
157,LogtalkDotOrg,logtalk3,2,2,1327,3382,5081,None,None,None,None,4667,2,3380,3382,4667,1,6,6
158,teramako,teramako.github.com,2,2,2603,140,297,None,None,None,None,4669,2,138,140,4669,1,1,1
159,zetacomponents,Mail,25,25,3701,558,291,None,None,None,None,3857,25,208,558,3862,3,6,10
160,vadyalex,report,5,5,2027,31,130,None,None,None,None,4687,5,16,31,4686,1,1,1
161,kdk-pkg-soft,freehep-ncolor-pdf,1,1,1322,4,8532,None,None,None,None,4689,1,4,4,4689,1,1,1
162,npcode,computer,7,7,1446,23,1777,None,None,None,None,4695,7,8,23,4694,1,1,1
163,eclipse,cdt,84,218,5031,28714,40712,None,None,None,None,4728,218,3335,28714,4705,2,4,6
164,harsha5500,Phoenix,3,3,1471,21,190,None,None,None,None,4918,3,16,21,4919,1,1,1
165,chastell,talks,2,2,1376,215,6766,None,None,None,None,4921,2,213,215,4921,1,1,1
166,cmri,bc-hadoop,2,2,1118,3,3551,None,None,None,None,4924,2,2,3,4923,1,2,2
167,jonathankowalski,CasseBriques,2,2,1630,59,30,None,None,None,None,4926,2,43,59,4926,1,1,1
168,doroam,planning-do-roam,14,14,1869,466,2518,None,None,None,None,4928,14,145,466,4930,2,1,2
169,albertoalcolea,Cromos-Torres,1,1,1364,70,3695,None,None,None,None,4941,1,70,70,4941,1,6,6
170,UNLV-ShaneD,unlvCS473kilo,6,6,1496,65,505,None,None,None,None,4942,6,36,65,4942,1,2,2
171,echonest,remix,30,30,2767,876,2643,None,None,None,None,4949,30,281,876,4949,1,54,54
172,chris-wood,MDD-Embedded,2,2,1325,2,16417,None,None,None,None,4978,2,1,2,4979,1,1,1
173,openp2pdesign,Open-Design-Exhibition,1,1,1321,87,976,None,None,None,None,4980,1,87,87,4980,1,3,3
174,NHLFLASH,android_frameworks_base,1,1,1324,15,20654,None,None,None,None,4981,1,15,15,4981,1,2,2
175,teamgummy,frameworks_base,12,96,1566,776,24599,None,None,None,None,4985,96,151,776,4982,1,2,2
176,Ingu,ProjektBD,2,2,1431,58,228,None,None,None,None,5036,2,34,58,5036,2,1,2
177,hanhlh,hadoop-0.20.2_FatBTree,2,2,1311,2,8568,None,None,None,None,5038,2,1,2,5039,1,7,7
178,michielha,TI2200-mjbl,8,8,1309,40,25,None,None,None,None,5044,8,16,40,5044,1,1,1
179,codecomputerlove,Util,2,2,1686,7,1782,None,None,None,None,5048,2,4,7,5048,1,1,1
180,uDig,udig.github.com,5,5,1406,67,11820,None,None,None,None,3495,5,25,67,5050,3,3,9
181,KLIM8D,ucn-2semproject-dm79-group2,5,5,1310,307,146,None,None,None,None,5054,5,124,307,5054,1,10,10
182,felipegonzalez,evaluador-tareas,3,3,1337,71,110,None,None,None,None,5060,3,26,71,5059,1,1,1
183,fsouza,go-concorrencia,1,1,1317,2,82,None,None,None,None,5061,1,2,2,5061,1,1,1
184,deanwampler,Presentations,5,5,2209,378,899,None,None,None,None,5062,5,277,378,5062,1,1,1
185,AlexeyGrishin,smart-dog,2,2,1308,45,2166,None,None,None,None,5066,2,40,45,5066,1,1,1
186,INightmare,apache-isis,7,7,1405,218,10026,None,None,None,None,5068,7,154,218,5068,1,8,8
187,openhome,ohSongcast,9,9,1715,386,384,None,None,None,None,5076,9,223,386,5075,1,3,3
188,scravy,SceTris,1,1,1816,12,17609,None,None,None,None,5084,1,12,12,5084,1,2,2
189,niphree,ir,1,1,1763,72,414,None,None,None,None,5085,1,72,72,5085,1,1,1
190,t321,memoriaPFC,2,2,1418,48,228,None,None,None,None,5086,2,47,48,5086,1,1,1
191,autonomousagents,src,9,9,1307,74,82,None,None,None,None,5088,9,34,74,5094,1,1,1
192,Activiti,Activiti,205,205,2118,6894,79390,None,None,None,None,5127,205,1237,6894,5098,1,1,1
193,leonardodavila,Java,1,1,1365,10,105,None,None,None,None,5304,1,10,10,5304,1,1,1
194,opentrader,opentrader.github.com,2,2,2030,17,7003,None,None,None,None,5305,2,16,17,5305,1,1,1
195,RailsWeek2012,enterprise_social_network,1,1,1356,73,241,None,None,None,None,5307,1,73,73,5307,1,1,1
196,RestComm,RestComm-Core,47,48,1645,3921,20372,None,None,None,None,5310,48,1263,3921,5321,5,2,6
197,KVHC,adrumdrum,5,5,1303,296,706,None,None,None,None,5351,5,97,296,5351,1,3,3
198,retoo,bodesuri,6,6,3277,1616,1259,None,None,None,None,5355,6,517,1616,,0,,0
199,MinELenI,CBSviewer,14,14,1315,1262,2128,None,None,None,None,5364,14,607,1262,5365,1,1,1
200,rymdo,SuperEpicSpelOfDoom,8,8,1309,103,2414,None,None,None,None,5377,8,33,103,5377,2,1,2
201,Prechtig,BDSA2012,3,3,1301,21,183,None,None,None,None,5383,3,14,21,5383,1,1,1
202,zetacomponents,PersistentObject,18,18,3892,576,244,None,None,None,None,3861,18,382,576,3861,3,26,31
203,jziub,MRProvenance,2,2,1300,5,2663,None,None,None,None,5391,2,3,5,5390,1,4,4
204,BioInterchange,BioInterchange,4,4,1309,377,195,None,None,None,None,5392,4,316,377,5392,1,1,1
205,Frolle,Schmaps,6,6,1299,640,556,None,None,None,None,5396,6,241,640,5400,2,2,3
206,kyhhdm,TPlatform,2,2,1314,2,1121,None,None,None,None,5402,2,1,2,5403,1,1,1
207,shivaghose,ME552,4,4,1304,648,637,None,None,None,None,5405,4,499,648,5405,1,2,2
208,silkslostsoul,Eventalizer,9,9,1477,484,1239,None,None,None,None,5414,9,123,484,5408,2,3,6
209,crevillo,ezc,1,1,1319,3,11925,None,None,None,None,4481,1,3,3,4481,1,1,1
210,radif,SIPHON-SIP-Client-that-actually-compiles,1,1,1453,2,6581,None,None,None,None,5417,1,2,2,5417,1,2,2
211,apache,batik,21,21,5665,3606,13360,None,None,None,None,5421,21,929,3606,5429,1,1,1
212,aommm,bibbla,8,8,1301,495,2774,None,None,None,None,5440,8,173,495,5439,1,3,3
213,leonardo7,Projects,2,2,1316,12,1709,None,None,None,None,5446,2,10,12,5446,1,1,1
214,hgdeoro,utenabi,1,1,1314,57,27,None,None,None,None,5448,1,57,57,5448,1,1,1
215,stigglePogletX,Address_Book_Capstone,3,3,1319,48,97,None,None,None,None,5449,3,28,48,5451,1,2,2
216,WiReSEP,WireLib2012,27,26,1448,1232,1739,None,None,None,None,5471,26,255,1232,5458,1,1,1
217,markofu,scripts,1,1,131,1,5407,None,None,None,None,5479,1,1,1,5479,1,1,1
218,eclipse,gmf-tooling,34,36,3897,9718,25259,None,None,None,None,5480,36,2395,9718,5488,3,1,3
219,jojokine,OhHa,12,12,1310,73,243,None,None,None,None,5514,12,40,73,5514,1,2,2
220,taghof,Navigation-for-Robots-with-WIFI-and-CV,5,5,1610,542,1278,None,None,None,None,5525,5,385,542,5525,2,26,27
221,Spawek,autonomiczny_samochod,1,1,1303,62,239,None,None,None,None,5530,1,62,62,5530,1,1,1
223,subinsebastien,rowfiles,4,4,1539,72,595,None,None,None,None,5531,4,33,72,5532,1,1,1
224,llaville,php-reflect,5,5,1855,1005,666,None,None,None,None,5536,5,894,1005,5536,1,1,1
225,jamesward,running_java_play_and_scala_apps_on_the_cloud,24,24,1763,210,58,None,None,None,None,5540,24,165,210,5563,1,1,1
226,davibq,SIA_ERP,10,10,1310,171,803,None,None,None,None,5567,10,69,171,5568,1,1,1
228,godong9,HDFS2a,4,4,1318,22,30332,None,None,None,None,5575,4,15,22,5575,1,6,6
229,Kanma,Ogre,3,2,2229,31,8911,None,None,None,None,5578,2,30,31,5578,1,2,2
230,GiorgosMethe,PredatorVsPrey,6,6,1307,314,2098,None,None,None,None,5582,6,137,314,5582,1,1,1
231,xgsa,cdt-tests-runner,54,73,5031,20097,21788,None,None,None,None,4701,73,2655,20097,4717,1,2,2
232,pcego,SistemaVendas,3,3,1479,15,32,None,None,None,None,5587,3,13,15,5587,1,2,2
233,ppiotr,PDFPlotsExtractor,8,8,2013,164,1103,None,None,None,None,5592,8,148,164,5594,1,1,1
234,metno,wdb-feltload,6,6,2625,134,152,None,None,None,None,5598,6,86,134,5598,1,1,1
235,knightbk,Junior-Project-Mobile-Student-Lookup,10,10,1650,229,559,None,None,None,None,5605,10,62,229,5605,3,4,9
236,jiangzian1987dx,Weibo_Android_Client_App,2,2,1612,4,215,None,None,None,None,5614,2,3,4,5614,1,2,2
237,zetacomponents,Translation,12,12,3701,99,76,None,None,None,None,3857,12,73,99,3857,1,2,2
238,rjpower,hadoop,3,3,1421,15,3933,None,None,None,None,5616,3,7,15,5616,1,5,5
239,huzi,kaesebrot,2,2,2001,30,112,None,None,None,None,5620,2,29,30,5620,1,5,5
240,ui-kreinhard,doc-xhtml,3,3,1307,9,43,None,None,None,None,5621,3,4,9,5623,1,1,1
241,span,Team05,8,8,1303,604,554,None,None,None,None,5626,8,251,604,5625,1,4,4
242,hunterhacker,jdom-site,6,6,5544,187,997,None,None,None,None,5632,6,153,187,5632,1,1,1
243,snowpuppy,ECE337,6,6,1304,70,418,None,None,None,None,5641,6,44,70,5641,1,3,3
244,veatchje,Siftables-477,1,1,1302,5,398,None,None,None,None,5644,1,5,5,5644,1,1,1
245,fujohnwang,fujohnwang.github.com,2,2,601,427,1716,None,None,None,None,5645,2,331,427,5645,1,1,1
246,sevenfold-IS2011,woty_SGP,8,8,1414,156,414,None,None,None,None,5650,8,42,156,5648,2,12,24
247,ewhitmire,mypack-speech,4,4,1304,268,594,None,None,None,None,5655,4,135,268,5656,1,1,1
248,veny,orientdb4r,6,6,1400,220,64,None,None,None,None,5659,6,208,220,5659,1,3,3
249,SonarSource,sonar-java,37,47,1308,3900,7303,None,None,None,None,5678,47,1399,3900,5678,1,2,2
250,CoderNumber1,ObjectOrientedProgramingFall2012,1,1,1314,37,511,None,None,None,None,5711,1,37,37,5711,1,1,1
251,TeamLegendaryAwesome,WYSIWYD,9,9,1300,520,942,None,None,None,None,5717,9,143,520,5718,1,6,6
252,podd,podd-publications,3,3,1495,105,182,None,None,None,None,5721,3,100,105,5721,1,1,1
253,madaan,entire-src,4,4,1439,167,3514,None,None,None,None,5725,4,148,167,5725,1,1,1
254,XenofoR,PAQ,10,10,1308,81,2348,None,None,None,None,5734,10,39,81,5734,1,1,1
255,RestComm,jain-slee.media,8,8,1325,70,866,None,None,None,None,3456,8,23,70,5738,1,1,1
256,iccs,STARDOM,6,6,1820,197,6020,None,None,None,None,5742,6,174,197,5742,1,1,1
257,moacirmoda,fitnets,7,7,1315,154,806,None,None,None,None,5749,7,108,154,5753,1,1,1
258,CafeGIS,gvSIG2_0,1,1,1308,52,12389,None,None,None,None,5755,1,52,52,5755,1,3,3
260,ivaneye,ivanpig.github.com,1,1,501,275,1729,None,None,None,None,5756,1,275,275,5756,1,2,2
261,gbarba,multierp-apps,2,2,1317,12,22,None,None,None,None,5757,2,6,12,5758,1,1,1
