#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
270,hashbangperl,Autodia,3,3,2911,79,114,None,None,None,None,1507,3,75,79,1507,1,1,1
271,hwaf,waf,18,30,1669,769,1287,None,None,None,None,1374,30,613,769,1374,1,1,1
272,hyades,files,3,3,1073,6,7,None,None,None,None,1510,3,4,6,1510,1,3,3
273,icke2063,MB_Framework,4,4,1055,32,30,None,None,None,None,1515,4,27,32,1515,1,2,2
274,IDCI-Consulting,ContactFormBundle,5,5,1114,61,105,None,None,None,None,1368,5,53,61,1368,1,1,1
275,IDCI-Consulting,NotificationApiClientBundle,6,6,988,156,77,None,None,None,None,1523,6,56,156,1523,3,17,32
276,IDCI-Consulting,NotificationBundle,8,8,998,298,184,None,None,None,None,1523,8,171,298,1523,3,14,34
277,idu-bogota,curso-taller-openerp,7,7,1104,148,161,None,None,None,None,1535,7,64,148,1530,2,1,2
278,iegor,kdei18n,1,1,1140,7,78840,None,None,None,None,1536,1,7,7,,0,,0
279,jgralab,java-extractor,3,3,1098,90,114,None,None,None,None,1537,3,87,90,1537,1,22,22
280,JMoravec,unkRadnet,1,1,1166,80,1392,None,None,None,None,1540,1,80,80,,0,,0
281,jobdealer,jobdealer,4,4,1040,99,190,None,None,None,None,1541,4,93,99,1541,1,1,1
282,josbaduma,Second-HomeWork--Robot,3,3,1092,16,47,None,None,None,None,1363,3,9,16,1363,1,1,1
283,jsternberg,waf,14,17,1669,504,1200,None,None,None,None,1374,17,422,504,1374,1,1,1
284,kmiernik,Pyspectr,1,1,1063,26,55,None,None,None,None,1548,1,26,26,1548,1,1,1
285,kreuzberger,YaFSM,4,4,1007,29,208,None,None,None,None,1550,4,10,29,1550,1,1,1
286,krist601,Salias,2,2,982,7,553,None,None,None,None,1553,2,5,7,1554,1,2,2
287,kumilingus,SellCloudMusic,2,2,1007,128,132,None,None,None,None,1556,2,127,128,1556,1,2,2
288,larc63,work,5,5,1104,254,5351,None,None,None,None,1559,5,240,254,1557,1,1,1
289,lobowhat,Proyecto1--Giskard,4,4,1096,102,50,None,None,None,None,1361,4,51,102,1360,1,1,1
290,mahantaratan,JQuantlib,1,1,1003,1,1273,None,None,None,None,1562,1,1,1,1562,1,1,1
291,marcoagallegos,sapyme,2,2,1007,16,829,None,None,None,None,1563,2,15,16,1563,1,2,2
292,marigianna,testmoodle3,2,2,996,6,16748,None,None,None,None,1565,2,5,6,1565,1,1,1
293,matus00,IMEX_plataformapiloto,3,3,1051,9,6425,None,None,None,None,1569,3,5,9,1567,1,2,2
294,maxseidler,PAS,3,3,1125,5,568,None,None,None,None,1571,3,3,5,1570,1,1,1
295,mbarbon,wapiti,4,4,2757,326,287,None,None,None,None,1573,4,259,326,1574,1,6,6
296,mola,qgis,50,50,5022,10727,6930,None,None,None,None,1580,50,2194,10727,1579,1,1,1
297,mz314,pakerman,4,4,1013,25,65,None,None,None,None,1628,4,15,25,1628,1,6,6
298,narutolby,my_workspace,2,2,1004,26,29470,None,None,None,None,1632,2,21,26,1631,1,1,1
299,NCIP,annotation-and-image-markup,10,10,1466,84,26483,None,None,None,None,1636,10,30,84,1637,1,3,3
300,NCIP,cabio,18,18,2874,1790,54671,None,None,None,None,1642,18,627,1790,1644,1,4,4
301,NCIP,cagrid-core,20,20,2390,2804,19417,None,None,None,None,99,20,1898,2804,99,1,2,2
302,NCIP,cagrid-grid-incubation,20,20,2912,2655,18469,None,None,None,None,72,20,892,2655,98,3,4,10
303,NCIP,cagrid-iphone-app,7,7,2432,734,1417,None,None,None,None,1664,7,697,734,1664,1,17,17
304,NCIP,catissue-cacore-sdk,18,18,3660,10831,5064,None,None,None,None,126,18,10612,10831,1670,1,3,3
305,NCIP,catrip,11,11,4386,1755,24540,None,None,None,None,71,11,541,1755,,0,,0
306,NCIP,common-biorepository-model,10,10,2331,254,3550,None,None,None,None,1692,10,79,254,1690,1,2,2
307,NCIP,labviewer-docs,11,11,3108,2067,7529,None,None,None,None,1697,11,1393,2067,1698,1,1,1
308,NCIP,nci-report-writer,12,12,2682,2291,3656,None,None,None,None,1712,12,1288,2291,786,1,1,1
309,NCIP,prot-express,13,13,3269,1740,27721,None,None,None,None,1715,13,955,1740,1715,1,5,5
311,NCIP,taverna-grid,8,8,2730,749,12100,None,None,None,None,1723,8,356,749,1724,2,14,22
312,ngoumnai,JPAPerf,2,2,1129,15,23997,None,None,None,None,1726,2,8,15,1726,1,1,1
313,NoZip,crayon,8,8,1107,70,39,None,None,None,None,1729,8,25,70,1735,1,1,1
314,oerpub,oerpub.remix,19,19,1659,1649,946,None,None,None,None,1748,19,357,1649,1746,1,1,1
315,omoraleshlc,projectsima,6,6,987,309,3181,None,None,None,None,1758,6,275,309,1758,1,2,2
316,oneyoung,openerp,2,2,1064,2,25468,None,None,None,None,1761,2,1,2,1761,1,1,1
317,opencimi,rm,12,12,1062,94,5209,None,None,None,None,1766,12,27,94,1764,2,3,4
318,orvsd,moodle25,359,464,5248,62319,90588,None,None,None,None,1777,464,7948,62319,1775,1,1,1
319,oussamajabbari,tetris,1,1,1111,3,19,None,None,None,None,2240,1,3,3,2240,1,1,1
320,patefacio,codegen,1,1,1169,75,828,None,None,None,None,2241,1,75,75,2241,1,1,1
321,picamator,FileRenamer,2,2,1006,21,98,None,None,None,None,2242,2,19,21,2242,2,1,2
322,picobyte,se2,6,7,1043,63,455,None,None,None,None,2247,7,35,63,2244,2,1,2
323,pikeBishop,pikebishop.github.com,30,37,1545,413,1928,None,None,None,None,2285,37,218,413,2285,1,4,4
324,pisilinux,project,17,17,1110,222,3136,None,None,None,None,2291,17,129,222,2291,1,1,1
325,polyactis,transfac,6,6,2100,24,129,None,None,None,None,2305,6,9,24,2304,1,1,1
326,qtproject,qtmodeling,3,6,1300,448,3705,None,None,None,None,2311,6,437,448,2311,1,34,34
327,RushilPatel,BattleForWesnoth,1,1,1073,10,37413,None,None,None,None,2317,1,10,10,2317,1,1,1
328,saul-calderonramirez,ImProc_suite,5,5,1116,18,508,None,None,None,None,2319,5,7,18,2320,3,2,4
329,serghei,kde3-kdepim,2,2,1485,16,8073,None,None,None,None,2323,2,11,16,2323,1,1,1
330,simoku,TietokantaSovellus,3,3,1078,15,179,None,None,None,None,2325,3,7,15,2325,1,1,1
331,simvisage,aramis_cdt,8,8,1034,146,151,None,None,None,None,2329,8,43,146,2331,1,1,1
332,sogilis,gnatcoll,27,27,3221,1224,725,None,None,None,None,2336,27,807,1224,2336,1,1,1
333,stripthis,river01,2,2,2416,2,1759,None,None,None,None,2363,2,1,2,2363,1,1,1
334,sunilenadle,orangehrm,2,2,1091,3,6754,None,None,None,None,2366,2,2,3,2366,1,3,3
335,SuperNovaPOLIUSP,supernova,8,8,630,176,655,None,None,None,None,2368,8,71,176,2369,2,2,4
336,sweng2013team4,shredder,2,2,1040,2,43875,None,None,None,None,2375,2,1,2,2376,1,1,1
337,szymzet,uml-temporal,3,3,1030,25,439,None,None,None,None,2377,3,18,25,2377,2,3,5
338,TheAnswer,Core3,78,78,3046,10598,241184,None,None,None,None,2381,78,3041,10598,2395,1,2,2
339,ttron,lab,7,7,1032,211,86264,None,None,None,None,2465,7,117,211,2465,1,2,2
340,UCSD-TIES,DVS-Python,32,32,1081,390,1978,None,None,None,None,2471,32,163,390,2471,1,1,1
341,welxo88,koiranet-gui,2,2,1120,20,52,None,None,None,None,2503,2,14,20,2503,1,2,2
342,Victor-arias,tm,3,3,988,512,9310,None,None,None,None,2504,3,449,512,2504,1,4,4
343,winlin,Linux-C-Examples,1,1,1052,5,1116,None,None,None,None,2507,1,5,5,2507,1,1,1
344,wolandscat,EOMF,3,3,1071,326,765,None,None,None,None,2509,3,297,326,2509,2,3,4
345,xenoterracide,wheeloffood,2,2,1040,14,22,None,None,None,None,2511,2,13,14,2511,1,2,2
