#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
115,maiconguerra,MyGenericRepository,1,1,1111,3,74,None,None,None,None,710,1,3,3,710,1,11,11
116,ptracton,experimental,6,6,1217,181,15641,None,None,None,None,715,6,67,181,711,1,1,1
117,luu,TimeSheetProject,1,1,1118,6,170,None,None,None,None,717,1,6,6,717,1,1,1
118,JetBrains,ReTrack,5,5,1113,54,181,None,None,None,None,718,5,31,54,718,1,1,1
119,DitaGabalina,SE_Alberta,2,2,1118,2,6,None,None,None,None,723,2,1,2,724,1,1,1
120,Tim1,SW-Architektur,5,5,1109,154,402,None,None,None,None,726,5,113,154,726,4,25,45
121,benkoussas,project_zedpharm,1,1,1117,9,14,None,None,None,None,730,1,9,9,730,1,4,4
122,jasonleakey,CrapCodes,2,2,1114,3,2135,None,None,None,None,731,2,2,3,731,1,1,1
123,vbotond,ultimate-dictionary,5,5,1111,137,706,None,None,None,None,737,5,57,137,733,1,1,1
124,zintus,vschool,11,11,1113,52,7822,None,None,None,None,745,11,13,52,739,1,1,1
125,liangqi,xqwizard,3,3,3424,1266,8457,None,None,None,None,750,3,758,1266,750,1,8,8
126,csiki,AntTerror,2,2,1108,12,156,None,None,None,None,752,2,11,12,752,1,2,2
127,wwluk,nnsimulator,3,3,1106,31,120,None,None,None,None,754,3,20,31,754,1,2,2
128,GufCab,Semester-Projekt---Test-Kode,4,4,1112,43,5568,None,None,None,None,758,4,22,43,758,1,39,39
129,GufCab,Semester-Projekt---PC-Program,10,10,1112,230,849,None,None,None,None,761,10,84,230,761,6,62,171
130,GufCab,Semester-Projekt---Pi-Program,8,8,1112,350,731,None,None,None,None,759,8,120,350,764,5,40,91
131,chr22,SWT,2,2,1126,9,301,None,None,None,None,758,2,8,9,767,2,7,13
132,dboehm,CheKov,3,3,1234,35,162,None,None,None,None,768,3,33,35,768,1,6,6
133,kotsaris,katas,1,1,1122,7,61,None,None,None,None,771,1,7,7,771,1,2,2
134,marcdel,photo-gallery,2,2,1094,47,188,None,None,None,None,772,2,46,47,772,1,1,1
135,NCIP,caadapter,19,19,4488,5247,68357,None,None,None,None,775,19,3450,5247,775,1,11,11
136,gzor,sir_jump_allot,4,4,1115,56,75,None,None,None,None,789,4,37,56,,0,,0
137,Cornelius7C5,DBKPoints,3,3,1121,24,208,None,None,None,None,793,3,16,24,795,1,1,1
138,WandererFan,freecad-dev,56,90,1639,5673,7864,None,None,None,None,811,90,2089,5673,796,1,2,2
139,juli1,rdalte,2,2,778,3,2313,None,None,None,None,887,2,2,3,887,1,4,4
140,TryingToImprove,myv,2,2,1102,91,464,None,None,None,None,889,2,90,91,889,1,1,1
141,igofrias,feriaSW,12,12,1105,598,13815,None,None,None,None,897,12,175,598,891,3,5,9
142,d4vydm,pirider,4,4,1103,62,65,None,None,None,None,902,4,45,62,905,2,1,2
143,pitsanu,Lab_DesignPattern,2,2,1108,8,102,None,None,None,None,906,2,5,8,907,1,1,1
144,Spongie,RTS-Project,6,6,1092,30,270,None,None,None,None,908,6,19,30,908,1,5,5
145,ckaestne,CIDE,11,11,2866,629,20832,None,None,None,None,916,11,494,629,916,2,3,4
146,ande8331,SEIS635Project,2,2,1130,54,85,None,None,None,None,925,2,43,54,925,1,12,12
147,hyzor,GameProject,6,6,1094,232,7982,None,None,None,None,927,6,83,232,927,1,2,2
148,manisero,SemViii,5,5,1090,269,734,None,None,None,None,934,5,122,269,936,1,21,21
149,jyan85,Quipo,1,1,1086,1,8,None,None,None,None,938,1,1,1,938,1,3,3
150,ShiroYacha,IGEPCore,2,2,1094,5,274,None,None,None,None,940,2,4,5,940,1,1,1
151,sasfeld,NamespaceFixer,1,1,1113,4,40,None,None,None,None,941,1,4,4,941,1,1,1
152,vkmerlin,OrderManagement,9,9,1085,199,749,None,None,None,None,944,9,75,199,948,4,2,5
153,fmoliveira,pizzadelivery,1,1,1095,22,979,None,None,None,None,951,1,22,22,951,1,1,1
154,gracielamiranda,caixa_eletronico,8,8,1085,56,81,None,None,None,None,953,8,21,56,953,1,2,2
155,songokahne,AWE_DTD_2013,4,4,1085,24,125,None,None,None,None,961,4,10,24,961,1,2,2
156,sudarshanshubakar,simpleClinic,2,2,1196,8,60,None,None,None,None,964,2,5,8,964,1,1,1
157,eye2web,StageManager,9,9,1083,168,539,None,None,None,None,967,9,57,168,969,2,19,38
158,jarantes,ConsultaMed_WEB_Copia,1,1,1107,6,775,None,None,None,None,975,1,6,6,975,1,2,2
159,GiacoPalma,AlmhultFlyg,8,8,1079,271,404,None,None,None,None,978,8,98,271,978,2,3,4
160,PimV,MIN08SOe,6,6,1078,271,815,None,None,None,None,985,6,116,271,986,1,21,21
161,hmeydac,Feedby,4,4,1167,39,630,None,None,None,None,990,4,33,39,990,1,1,1
162,fschmidt,se,2,2,1091,35,582,None,None,None,None,994,2,21,35,995,2,11,14
163,tenta4,ScanMoves,1,1,1087,65,46,None,None,None,None,996,1,65,65,996,1,11,11
164,vijayakumarsuraj,UIAutomation,1,1,1082,25,78,None,None,None,None,997,1,25,25,997,1,1,1
165,NickABoen,CIS526_TeamProjects,5,5,1094,110,2538,None,None,None,None,998,5,75,110,998,1,2,2
166,everix1992,Assignment5,1,1,1078,4,514,None,None,None,None,1003,1,4,4,1003,1,1,1
167,wwqq03,texiorderfor4115,2,2,1077,25,243,None,None,None,None,1004,2,18,25,1004,2,35,37
168,oligagne,GreenLight,2,2,1143,7,36,None,None,None,None,1006,2,4,7,1007,1,1,1
169,synrc,n2o,62,61,1102,1640,1009,None,None,None,None,1008,61,713,1640,1008,2,1,2
170,vijeshm,recommendation-algorithm-fyp,3,3,1126,36,598,None,None,None,None,1069,3,28,36,1069,1,2,2
171,grzesiek-galezowski,tdd-ebook,14,14,1097,761,462,None,None,None,None,1074,14,402,761,1074,1,2,2
172,DatawaveMarineScience,OpenSEA,6,6,1098,111,18825,None,None,None,None,1091,6,40,111,1091,1,1,1
173,torchingloom,km,3,3,1089,37,95,None,None,None,None,1092,3,28,37,1092,1,1,1
174,MassBayCS225,EMS,19,19,1097,717,794,None,None,None,None,1096,19,192,717,1096,1,7,7
175,Whazor,Barricade,3,3,1121,129,255,None,None,None,None,1115,3,80,129,1115,2,63,77
176,shaunlee,CU2011,1,1,1582,11,31,None,None,None,None,1117,1,11,11,1117,1,1,1
177,Jowindebondt,AI_GTA,2,2,1083,80,82,None,None,None,None,1118,2,55,80,1119,1,1,1
178,openETCS,requirements,20,20,1337,257,672,None,None,None,None,1125,20,55,257,1125,1,2,2
179,gitdb2,redes_comunicacion,2,2,1079,136,340,None,None,None,None,1137,2,86,136,1138,2,4,5
180,mpasko,visualisation,4,4,1075,160,36317,None,None,None,None,1139,4,80,160,1139,1,4,4
181,jakepetroules,ksc-archive,1,1,1439,3,2076,None,None,None,None,1143,1,3,3,1143,1,1,1
182,coolya,mbeddr.arduino,6,6,1109,267,298,None,None,None,None,1144,6,119,267,1144,1,2,2
183,AlexDWu,mancala,3,3,1071,9,14,None,None,None,None,1151,3,6,9,1150,1,1,1
184,andrea-scarcella,webforms-experiments,1,1,1073,43,614,None,None,None,None,1153,1,43,43,1153,1,1,1
185,hoonzis,CloudyBank,2,2,1071,2,1213,None,None,None,None,1154,2,1,2,1155,1,1,1
186,AleksandarDev,LD26,1,1,1074,7,221,None,None,None,None,1156,1,7,7,1156,1,1,1
187,TeamHTTP418,cis726assign5,1,1,1074,2,2044,None,None,None,None,1157,1,2,2,1157,1,1,1
188,NCIP,cagrid-general,10,10,2390,157,17059,None,None,None,None,108,10,63,157,97,1,1,1
189,rlw82,SurveyTest,3,3,1068,30,107,None,None,None,None,1160,3,19,30,1160,2,9,12
190,TorstenHeverhagen,de-floribot-modeling,3,3,1111,5,99,None,None,None,None,1163,3,2,5,1165,2,4,6
191,titmael,miamtime,4,4,1082,13,160,None,None,None,None,1169,4,6,13,1167,1,1,1
192,jiguixin,MyDemo,1,1,1107,53,6903,None,None,None,None,1170,1,53,53,1170,1,1,1
193,aubreyja,webworkBuildingBlock,5,5,1860,32,534,None,None,None,None,1172,5,14,32,1173,1,1,1
194,KsuCis526,Project5,1,1,1073,4,997,None,None,None,None,1176,1,4,4,1176,1,1,1
195,marcos-nvs,PCP,5,5,1072,21,12,None,None,None,None,1180,5,9,21,1180,1,1,1
196,martinrist,java-sandbox,3,3,1086,263,747,None,None,None,None,1182,3,241,263,1182,1,8,8
197,rhuitl,uClinux,1,1,1622,64,105826,None,None,None,None,1185,1,64,64,1185,1,1,1
198,nerdumdigitalis,leikjavefurinn,7,7,1071,292,1143,None,None,None,None,1188,7,87,292,1186,1,1,1
199,jmbarbier,djeskoolz,3,3,1096,95,1504,None,None,None,None,1193,3,71,95,1193,1,1,1
200,ickby,FreeCAD_constraint,38,42,1639,3210,9363,None,None,None,None,811,42,980,3210,796,1,2,2
201,francisrosado,ServicoDeEmail,1,1,1074,4,109,None,None,None,None,1202,1,4,4,1202,1,1,1
202,ampie,pavanecce,3,3,1077,50,5273,None,None,None,None,1204,3,45,50,1204,2,69,70
203,mbacovsky,foreman_cli_draft,2,2,1071,72,164,None,None,None,None,597,2,45,72,596,1,4,4
204,rafaell94,AlFe,3,3,1069,8,48,None,None,None,None,1208,3,4,8,1207,1,1,1
205,SamuraiSusy,greed_ver1,2,2,1140,11,897,None,None,None,None,1210,2,10,11,1210,1,1,1
206,jankristanto,laporanthesis,2,2,1105,53,31,None,None,None,None,1212,2,33,53,1212,2,6,8
207,richardaum,Disciplinas,1,1,1072,5,11,None,None,None,None,1213,1,5,5,1213,1,3,3
208,GroupIntensioMemoryGame,ProjectFiles,5,5,1083,29,146,None,None,None,None,1214,5,11,29,1218,2,1,2
209,littleyang,ThinkInJava,1,1,1097,32,938,None,None,None,None,1219,1,32,32,1219,1,27,27
210,luisponce,Practica-Fundamentos,3,3,1078,19,213,None,None,None,None,1221,3,13,19,1221,1,5,5
211,RyanTBerry,WindowsAzureDeploymentTracker,1,1,1069,12,399,None,None,None,None,1223,1,12,12,1223,1,1,1
212,tonyjt,ProjectManagementSite,1,1,1068,33,1506,None,None,None,None,1224,1,33,33,1224,1,2,2
213,tommytk,SDI,2,2,1069,9,541,None,None,None,None,1226,2,8,9,1226,1,2,2
214,baikangwang,April,3,3,1087,35,419,None,None,None,None,1227,3,31,35,1227,2,5,6
215,lofidewanto,bitemporal-examples,3,3,1106,145,270,None,None,None,None,1231,3,98,145,1231,2,240,296
216,arvidkahl,KodeLectures.kdapp,3,3,1090,175,2815,None,None,None,None,1234,3,154,175,1234,1,1,1
217,horaceho,Xiang,1,1,1253,1,427,None,None,None,None,1236,1,1,1,1236,1,1,1
218,jibhaine,almin,3,3,1297,14,282,None,None,None,None,1238,3,11,14,1238,1,2,2
219,jibhaine,darkisland,2,2,1291,8,693,None,None,None,None,1238,2,7,8,1238,1,2,2
220,Geekly,pybcm,2,2,1131,65,141,None,None,None,None,1240,2,36,65,1240,2,1,2
221,hhvvkk,COS301DistrobutedApplicationManger,4,4,1063,202,684,None,None,None,None,1243,4,119,202,1243,1,2,2
222,Element-s,PyFirstGame,1,1,1064,8,29,None,None,None,None,1246,1,8,8,1246,1,1,1
223,geper,Decision_tree,1,1,1406,21,247,None,None,None,None,1247,1,21,21,1247,1,1,1
224,NickGundermann,fishing,3,3,1066,12,112,None,None,None,None,1249,3,5,12,1249,1,1,1
225,eugenix,BooksCatalog,2,2,1080,6,267,None,None,None,None,1251,2,5,6,1251,1,2,2
226,gvillarroel,memoria,2,2,1302,44,5086,None,None,None,None,1253,2,39,44,1254,1,7,7
227,billrive,billrive,21,22,1086,394,11144,None,None,None,None,1255,22,137,394,1255,1,2,2
228,sogimu,DiplomaWork,2,2,1068,24,78,None,None,None,None,1278,2,23,24,1278,1,8,8
229,SiteView,CSS,8,8,1062,144,40839,None,None,None,None,1281,8,87,144,1280,1,6,6
230,ignasb,IRCI,1,1,1065,3,107,None,None,None,None,1287,1,3,3,1287,1,9,9
231,feuyeux,quiland,1,1,30,1,2185,None,None,None,None,1288,1,1,1,1288,1,1,1
232,vincent61,WordsInteractions,6,6,1061,70,168,None,None,None,None,1291,6,37,70,1293,2,3,5
233,kamilpz,ActivityDiagramTools,2,2,1064,7,79,None,None,None,None,1295,2,6,7,1295,1,2,2
234,g2p,kernels,1,1,1081,3,1,None,None,None,None,1297,1,3,3,1297,1,3,3
235,voltane,SDiZO_Projekt_1,2,2,1096,20,120,None,None,None,None,1298,2,19,20,1298,1,1,1
236,aoziczero,deprecated-tdk,7,7,1097,176,877,None,None,None,None,1301,7,132,176,1301,1,1,1
237,zhongzhu,exercise,2,2,1106,42,359,None,None,None,None,1307,2,41,42,1307,1,2,2
238,SerialCoderer,game-frameworks,8,8,1065,44,460,None,None,None,None,1310,8,11,44,1309,1,1,1
239,OBHITA,REM,1,1,1152,1,10343,None,None,None,None,1317,1,1,1,1317,1,8,8
240,wristware,iso8583,1,1,1971,8,72,None,None,None,None,1318,1,8,8,1318,1,9,9
241,kevin-klein,media-library,4,4,1064,49,363,None,None,None,None,1320,4,46,49,1322,1,1,1
242,mabondaren,Prediction,2,2,1107,120,121,None,None,None,None,1324,2,69,120,1324,1,2,2
243,mushi22,COMP2911,3,3,1066,114,111,None,None,None,None,1327,3,53,114,1325,1,1,1
244,CoryLiu,SaleCar,1,1,1063,9,1466,None,None,None,None,1328,1,9,9,1328,1,1,1
245,jexp,neo4j-mapdb-index,6,6,1064,17,35,None,None,None,None,1329,6,9,17,1329,1,1,1
246,keukeuanggaraniputri,DokumenTA,3,3,1063,97,638,None,None,None,None,1335,3,55,97,1335,2,17,23
247,gechevarria,artistcloudprofile,1,1,1061,1,5,None,None,None,None,1338,1,1,1,1338,1,1,1
248,pymilya,Products.Doormat,1,1,1060,3,82,None,None,None,None,1339,1,3,3,1339,1,1,1
249,NCIP,cacore-sdk,15,15,2583,3876,31115,None,None,None,None,58,15,1243,3876,60,6,27,60
250,aarkerio,KarameloLMS,2,2,1002,23,29612,None,None,None,None,1349,2,18,23,1349,1,1,1
251,alejandroave,Quirofano,9,9,995,128,5399,None,None,None,None,1351,9,84,128,1352,2,1,2
252,anttisalonen,freekick,1,1,2703,300,997,None,None,None,None,1359,1,300,300,1359,1,20,20
253,apcomptec,RAIDB,5,6,1071,330,163,None,None,None,None,1361,6,137,330,1360,4,31,35
254,aslanon,pisilinux,1,1,1100,25,689,None,None,None,None,1366,1,25,25,1366,1,1,1
255,aspikirby,intersection,7,7,1039,32,83,None,None,None,None,1368,7,11,32,1369,1,1,1
256,cawka,waf,49,68,1669,1719,1649,None,None,None,None,1374,68,1030,1719,1374,1,1,1
257,charlycoste,xmi2code,3,3,1984,43,33,None,None,None,None,1445,3,24,43,1445,1,1,1
258,collective,collective.easytemplate,11,11,2819,99,123,None,None,None,None,1447,11,84,99,1447,1,1,1
259,cuervopunk,freematador,3,3,1032,33,2359,None,None,None,None,1459,3,29,33,1459,1,2,2
260,dfoley23,InfiniteJumpEngine,15,15,1085,159,3288,None,None,None,None,1461,15,97,159,1467,2,1,2
261,drm004e,resound,4,4,3248,146,160,None,None,None,None,1476,4,104,146,1476,1,1,1
262,drozas,ai,3,3,1017,3,127,None,None,None,None,1480,3,1,3,1480,1,1,1
263,dudochkin-victor,libgogootouch,1,1,1056,4,3898,None,None,None,None,1483,1,4,4,1483,1,1,1
264,dudochkin-victor,libqttracker,1,1,1056,4,478,None,None,None,None,1483,1,4,4,1483,1,1,1
265,eltonsky,yadfs,1,1,1096,24,225,None,None,None,None,1484,1,24,24,1484,1,3,3
266,feider,Puzzle-Quest,3,3,1118,72,314,None,None,None,None,1486,3,67,72,1486,1,2,2
267,Fofo92,demo_app,1,1,835,2,123,None,None,None,None,1488,1,2,2,1488,1,1,1
268,garbear,hachoir,15,15,3370,1326,453,None,None,None,None,1490,15,1007,1326,1489,1,1,1
269,greg45,public_source,2,2,1068,2,3568,None,None,None,None,1504,2,1,2,1505,1,1,1
