#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
90,TomekZet,Kernel-GP,3,4,1492,130,4511,None,None,None,None,685,4,123,130,685,1,1,1
91,john1051,ARK,5,5,1276,16,89,None,None,None,None,689,5,8,16,688,1,1,1
92,ShinDarth,HTML-to-BBCode-converter,5,5,1294,41,29,None,None,None,None,693,5,32,41,693,1,1,1
93,liviodlc,igf_project,3,3,1416,36,76,None,None,None,None,698,3,21,36,698,1,2,2
94,schubergphilis,Seccubus_v2,32,35,1889,1919,18247,None,None,None,None,701,35,835,1919,,0,,0
95,kvetak,ANSA,17,17,1472,251,25099,None,None,None,None,739,17,65,251,739,1,1,1
96,KLIM8D,ucn-2semproject-dm79-group2,5,5,1310,307,146,None,None,None,None,754,5,124,307,754,1,8,8
97,josueaqp92,ProyFinal-IS2,17,25,1299,213,1655,None,None,None,None,764,25,66,213,764,2,4,6
98,plaa,openrocket,31,30,2500,1793,6350,None,None,None,None,787,30,534,1793,787,2,1,2
99,eclipse,emf.compare,29,32,3290,4720,34200,None,None,None,None,817,32,838,4720,829,12,5702,5972
100,dromdary,dromdary,8,8,2070,172,1399,None,None,None,None,847,8,61,172,850,1,3,3
101,cbenoist,Slech,3,3,1497,15,113,None,None,None,None,855,3,13,15,856,3,1,3
102,ErikBlanken,HuSacct-2012,35,35,1495,1998,3020,None,None,None,None,877,35,326,1998,875,1,1,1
103,redtroy,product,1,1,1255,12,5551,None,None,None,None,893,1,12,12,893,1,7,7
104,LucidDB,luciddb,50,50,4408,5163,12330,None,None,None,None,894,50,1709,5163,894,4,20,32
105,eclipse,acceleo,11,10,2986,4114,9865,None,None,None,None,817,10,1834,4114,946,3,7,11
106,Revo21,SkyNet,3,3,1296,12,193,None,None,None,None,950,3,9,12,950,1,4,4
107,Kezeali,Fusion,2,2,3582,1050,2597,None,None,None,None,952,2,777,1050,952,1,1,1
108,gbarba,multierp-apps,2,2,1317,12,22,None,None,None,None,954,2,6,12,955,1,12,12
109,marcel-valdez,dynamic-proxy,2,2,1580,21,109,None,None,None,None,956,2,19,21,956,1,1,1
110,caiofranchi,franchistein-as3,2,2,1308,2,366,None,None,None,None,958,2,1,2,959,1,1,1
