#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
20,mozilla-services,android-sync,20,41,1630,5129,18709,None,None,None,None,525,41,2058,5129,517,1,1,1
21,fgka,senac-algo-prog-2012-2,3,3,1346,102,583,None,None,None,None,558,3,80,102,558,1,2,2
22,crowdcode-de,KissMDA,8,8,1428,427,509,None,None,None,None,565,8,179,427,565,2,25,35
23,rockybean,rockybean.github.com,20,25,1545,167,204,None,None,None,None,568,25,67,167,591,1,2,2
24,joseantoniosa,EduXes,3,3,1363,141,761,None,None,None,None,593,3,129,141,593,2,1,2
25,lsegal,yard,84,95,3328,3247,1776,None,None,None,None,598,95,2806,3247,598,2,5,8
26,telefonicaid,notification_server,23,23,1427,1248,6829,None,None,None,None,692,23,393,1248,700,1,1,1
27,poojaak,Sales-Tax,1,1,1732,36,9238,None,None,None,None,715,1,36,36,715,1,1,1
28,coocox,cox,19,19,1627,447,11566,None,None,None,None,723,19,128,447,727,2,3,4
29,runn1ng,FilmTit,22,22,1592,1834,1403,None,None,None,None,735,22,590,1834,749,1,1,1
30,davidmoten,xuml-tools,2,2,1387,1053,621,None,None,None,None,757,2,1048,1053,757,1,5,5
31,drakecb,TetherballNFC,3,3,1351,27,120,None,None,None,None,759,3,21,27,759,1,1,1
32,malla,TDA367,5,5,1482,471,294,None,None,None,None,764,5,163,471,763,3,3,8
33,llvm-mirror,lldb,136,136,2127,14316,12168,None,None,None,None,772,136,2606,14316,791,1,65,65
34,dogfeet,dogfeet.docpad,5,6,1593,336,961,None,None,None,None,902,6,228,336,902,2,4,5
35,accidant,ProjectX,6,6,1362,62,703,None,None,None,None,911,6,31,62,912,1,5,5
36,PublicMapping,DistrictBuilder,16,15,2117,2141,5130,None,None,None,None,916,15,1025,2141,916,2,398,462
37,apache,wicket,83,91,4214,30566,79242,None,None,None,None,931,91,4997,30566,990,1,4,4
38,MITK,MITK,213,226,6785,32590,23976,None,None,None,None,1066,226,2854,32590,1172,1,1,1
39,C204-242-DJSMT,Assignment-1,5,5,1343,173,161,None,None,None,None,1249,5,90,173,1252,2,2,4
40,metawidget,metawidget,12,12,2899,3291,11962,None,None,None,None,1254,12,1874,3291,1254,1,6,6
41,boyshawn,BOTL-Convert,2,2,1401,138,419,None,None,None,None,1267,2,137,138,1267,1,1,1
42,christophd,citrus,22,23,2455,2647,7967,None,None,None,None,1268,23,2480,2647,,0,,0
43,wakaleo,game-of-life,8,8,1797,586,3543,None,None,None,None,1291,8,287,586,1291,1,1,1
44,AugmentedDesignLab,botprint2,7,7,1449,415,229,None,None,None,None,1300,7,209,415,1301,1,2,2
45,javalite,activejdbc,41,42,2086,1235,3920,None,None,None,None,1306,42,594,1235,1306,1,2,2
46,mbeddr,mbeddr.core,72,74,1538,16434,50443,None,None,None,None,1349,74,3808,16434,1386,1,1,1
47,GeertBellekens,Enterprise-Architect-Toolpack,3,3,1877,222,305,None,None,None,None,1426,3,158,222,1426,1,1,1
48,jucimarjr,uarini,9,13,1426,407,3086,None,None,None,None,1431,13,112,407,1437,1,2,2
49,mvolkmann,Clojure-Article,17,17,1587,61,17,None,None,None,None,1442,17,16,61,1442,1,1,1
50,jenkinsci,testlink-plugin,16,16,2041,332,2193,None,None,None,None,1461,16,222,332,1461,1,2,2
51,Unidata,thredds,57,61,3567,10147,30737,None,None,None,None,1486,61,2394,10147,1513,2,6,9
52,Bowerbird,bowerbird-web,7,7,1582,533,5489,None,None,None,None,1539,7,280,533,1539,1,6,6
53,chapuni,lldb,100,100,2127,11015,6029,None,None,None,None,772,100,2377,11015,791,1,65,65
54,erlide,erlide,24,25,3412,7231,7828,None,None,None,None,1543,25,5083,7231,1555,1,6,6
55,FamilySearch,gedcomx,26,26,1861,1471,1703,None,None,None,None,1577,26,892,1471,1587,1,1,1
56,ObeoNetwork,InformationSystem,17,17,1377,623,18982,None,None,None,None,1600,17,325,623,1595,1,1,1
57,chapuni,llvm-project,694,695,5416,269251,147639,None,None,None,None,767,695,37724,269251,791,1,65,65
58,cechrist,cardoon,2,2,1615,268,287,None,None,None,None,2179,2,266,268,2179,1,2,2
59,juzu,juzu,26,29,1652,1575,6836,None,None,None,None,2181,29,1452,1575,2202,1,1,1
60,Galufra,galufra-webapp,5,5,1465,207,1199,None,None,None,None,2210,5,132,207,2210,1,1,1
61,xamarin,monodroid-samples,87,90,2059,1357,20521,None,None,None,None,2251,90,194,1357,2298,1,1,1
62,roigrande,globalpms,8,8,2000,167,19899,None,None,None,None,2305,8,70,167,2310,1,2,2
63,whille,mydoc,8,8,1568,453,1775,None,None,None,None,2313,8,235,453,2313,1,1,1
64,RhobanProject,Edu,18,18,1406,471,753,None,None,None,None,2322,18,238,471,2324,1,1,1
65,seba--,sugarj,25,24,1888,2446,32236,None,None,None,None,2351,24,1328,2446,,0,,0
66,gjesse,skrull,6,6,1365,258,1254,None,None,None,None,2364,6,108,258,,0,,0
67,thschuel,Therapeutic_Presence,2,2,1484,97,408,None,None,None,None,2370,2,59,97,2370,1,2,2
68,hangum,TadpoleForDBTools,32,32,1372,2457,15230,None,None,None,None,2376,32,746,2457,2373,1,3,3
69,rose-compiler,rose,180,187,3318,26606,51883,None,None,None,None,2425,187,5075,26606,2404,1,1,1
70,sones,sones,33,39,2106,1709,9105,None,None,None,None,2598,39,292,1709,2629,1,3,3
71,Ocramius,ocramius.github.com,69,80,2360,1193,2294,None,None,None,None,2696,80,458,1193,2696,1,2,2
72,rafamanzo,runge-kutta-doc,3,3,1412,72,412,None,None,None,None,2709,3,66,72,2709,1,1,1
73,cysboy,De-J2EE-a-JEE,1,1,1336,3,2489,None,None,None,None,2712,1,3,3,2712,1,1,1
74,cjw-network,cjw_newsletter,6,6,2016,94,402,None,None,None,None,2715,6,33,94,2716,1,1,1
75,qreal,articles,14,14,2413,320,309,None,None,None,None,2730,14,135,320,2730,1,6,6
76,jetty-project,jetty-documentation,51,51,1624,1047,565,None,None,None,None,2733,51,413,1047,2733,2,3,6
77,rbei-etas,busmaster,24,25,1683,1307,14560,None,None,None,None,2787,25,746,1307,,0,,0
78,hank,life,24,24,2901,498,2539,None,None,None,None,2815,24,231,498,2815,1,3,3
79,ServiceMax-Engineering,wapama,69,69,3085,3017,13813,None,None,None,None,2833,69,512,3017,2833,2,3,4
80,flysteur,Stacknoob,5,5,1609,150,36,None,None,None,None,2904,5,64,150,2903,1,1,1
81,erebetez,MAS,2,2,1468,164,509,None,None,None,None,2907,2,96,164,2907,1,2,2
82,IgorRodriguez,ActivityTracker,4,4,1408,71,891,None,None,None,None,2909,4,56,71,2909,1,1,1
83,joshz,notes,2,2,1376,19,143,None,None,None,None,2914,2,14,19,2914,1,1,1
84,Salaboy,smart-tasks,7,7,1919,118,907,None,None,None,None,2915,7,43,118,2918,1,1,1
85,arsf,lag,18,18,2327,507,1046,None,None,None,None,2922,18,123,507,2924,1,2,2
86,notyourwork,madman,5,5,1335,38,1804,None,None,None,None,2940,5,29,38,2940,1,2,2
87,cabelitos,Supervisor-TCC,2,2,1437,44,204,None,None,None,None,2946,2,43,44,2946,1,1,1
88,freedomson,pliik,6,6,1484,131,7095,None,None,None,None,2948,6,44,131,2952,2,3,6
89,tildedave,davehking.com,5,5,1340,178,769,None,None,None,None,2954,5,80,178,2957,1,1,1
90,zetacomponents,Graph,16,16,3646,808,1062,None,None,None,None,2959,16,611,808,2959,4,5,10
91,symfony,symfony1-docs,54,70,2331,920,895,None,None,None,None,2975,70,123,920,2974,1,1,1
92,arollavengers,arollavengers.github.com,2,2,1339,21,103,None,None,None,None,3046,2,16,21,3047,1,1,1
93,alimoeeny,SpikeLAB,4,4,1906,46,708,None,None,None,None,3048,4,42,46,3048,1,6,6
94,wvanheemstra,core,4,4,1406,1049,33479,None,None,None,None,3055,4,556,1049,3055,1,1,1
95,scottyinthematrix,ScottyBlogging,2,2,1337,48,5749,None,None,None,None,3056,2,34,48,3056,1,1,1
96,enthought,mayavi,73,73,3248,2368,4854,None,None,None,None,3062,73,515,2368,,0,,0
97,Jedzia,Humbug,2,2,1372,509,1929,None,None,None,None,3131,2,504,509,3131,1,3,3
98,85pando,Zusammenfassungen,9,9,1529,109,852,None,None,None,None,3138,9,34,109,3133,1,1,1
99,adammw,hit3172,1,1,1344,144,2025,None,None,None,None,3142,1,144,144,3142,1,5,5
100,afarahi,QFT,1,1,1389,19,2720,None,None,None,None,3143,1,19,19,3143,1,1,1
101,fredrikeldh,gcc4-mapip2,1,1,1406,77,13315,None,None,None,None,3144,1,77,77,3144,1,1,1
102,DIRACGrid,DIRACDocs,34,34,1992,700,1218,None,None,None,None,3159,34,133,700,3177,2,1,2
103,physion,jayaraman-importer,4,4,1533,86,324,None,None,None,None,3180,4,71,86,3179,1,3,3
104,paytonrules,Agile2012Presentation,1,1,1336,6,99,None,None,None,None,3183,1,6,6,3183,1,1,1
105,jdkcn,myblog,1,1,1511,18,454,None,None,None,None,3184,1,18,18,3184,1,1,1
106,henryyan,henryyan.github.com,20,21,1545,505,1511,None,None,None,None,3185,21,397,505,3185,1,2,2
107,Jean-MarcDENIEL,C4Sci,4,4,1378,305,387,None,None,None,None,3189,4,241,305,3189,2,8,11
108,dtmilano,AndroidViewClient,20,19,1524,701,235,None,None,None,None,3191,19,610,701,3191,2,10,14
109,causse,game-of-life,6,6,1797,393,1838,None,None,None,None,1291,6,207,393,1291,1,1,1
110,telefonicaid,WebAPISpecs,9,9,1337,94,23,None,None,None,None,3214,9,51,94,3214,1,2,2
111,ControlSystemStudio,cs-studio,149,159,3442,23498,131174,None,None,None,None,3227,159,4941,23498,3307,2,2,3
112,BlackToppStudios,Mezzanine,38,38,2347,3786,173339,None,None,None,None,3404,38,998,3786,3404,1,1,1
113,manojfdo,SMM,3,3,1371,33,535,None,None,None,None,3418,3,24,33,3418,1,4,4
114,CingProject,Cing,20,20,2872,1230,88158,None,None,None,None,3421,20,460,1230,3424,1,1,1
115,rafewenger,cse2122,1,1,1332,117,153,None,None,None,None,3441,1,117,117,3441,1,4,4
116,apache,jmeter,36,36,6424,18989,30828,None,None,None,None,3462,36,13391,18989,3462,2,1,2
117,davidrea,Deacon,7,7,2181,80,148,None,None,None,None,3478,7,64,80,3478,1,4,4
118,matik06,Helpdesk,4,4,1450,66,531,None,None,None,None,3487,4,31,66,3485,1,1,1
119,cicerocamargo,Anahy-3,7,7,1469,138,983,None,None,None,None,3491,7,67,138,3490,2,1,2
120,XQQ8765,1eu-uml,1,1,1457,12,55,None,None,None,None,3496,1,12,12,3496,1,8,8
121,saga-project,BigJob,39,39,1674,1256,2218,None,None,None,None,3497,39,325,1256,3515,2,76,126
