#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
412,jrmarten,UML-Diagrammer,10,10,1292,498,3592,None,None,None,None,2382,10,358,498,2385,1,4,4
413,MichaelAllenHardeman,MySprite,1,1,1068,6,133,None,None,None,None,2392,1,6,6,2392,1,1,1
414,mthamil,PlantUMLStudio,2,2,1379,712,1186,None,None,None,None,2393,2,705,712,2393,1,1,1
415,samisund,Lasku,5,5,1125,108,201,None,None,None,None,2395,5,60,108,2395,1,2,2
416,rcosnita,fantastico,4,4,1094,1694,2569,None,None,None,None,2403,4,1115,1694,2401,1,4,4
417,DRA2840,Programacao-Orientada-a-Objetos,5,5,1090,91,455,None,None,None,None,2406,5,41,91,2408,1,1,1
418,MaggieYeh,NTUMB,5,5,1339,134,13145,None,None,None,None,2410,5,115,134,2411,1,4,4
419,PESS-2013,Lernvideos,3,3,1090,124,123,None,None,None,None,2414,3,101,124,2414,1,2,2
420,hhvvkk,COS301DistrobutedApplicationManger,4,4,1063,202,684,None,None,None,None,2418,4,119,202,2418,2,2,3
421,koreyconway,school-assignments,3,3,1121,32,2853,None,None,None,None,2421,3,25,32,2421,1,4,4
422,geper,Decision_tree,1,1,1406,21,247,None,None,None,None,2424,1,21,21,2424,1,1,1
423,salaxy,LiveShareChart,5,5,1060,85,64,None,None,None,None,2426,5,54,85,2426,1,1,1
424,behnamhatami,91-2-OOD-Exhibition,2,2,1068,40,2560,None,None,None,None,2430,2,30,40,2431,2,38,57
425,Twixer,site-twixer,2,2,1066,69,197,None,None,None,None,2433,2,68,69,2433,1,1,1
426,jaanvagu,ClasificadorComentarios,2,2,1283,57,196,None,None,None,None,2434,2,42,57,2435,1,1,1
427,Matesburg,DP,1,1,1066,24,150,None,None,None,None,2436,1,24,24,2436,1,1,1
428,sogimu,DiplomaWork,2,2,1068,24,78,None,None,None,None,2437,2,23,24,2437,1,6,6
429,OpenXavaEx,OpenXavaEx,3,3,1083,150,7174,None,None,None,None,2440,3,75,150,2439,1,2,2
430,krslynx,SoftwareHut-2013,6,6,1154,111,911,None,None,None,None,2442,6,43,111,2442,1,1,1
431,feuyeux,quiland,1,1,30,1,2185,None,None,None,None,2447,1,1,1,2447,1,1,1
432,neo2005,Altaco,2,2,1065,22,106,None,None,None,None,2448,2,20,22,2448,1,1,1
433,hendrikb,spatio-frontend,4,4,1064,32,371,None,None,None,None,2452,4,21,32,2452,1,27,27
434,redomar,JavaGame,4,4,1063,286,191,None,None,None,None,2454,4,277,286,2456,1,1,1
435,lgatto,TeachingMaterial,24,24,1549,1475,1347,None,None,None,None,2458,24,423,1475,2458,1,1,1
436,gaugusto,HelpMeNow,4,4,1060,42,123,None,None,None,None,2481,4,21,42,2482,3,2,4
437,Map-your-Moments,MyM,9,9,1153,398,4936,None,None,None,None,2490,9,92,398,2492,1,1,1
438,malvarez22,Proyecto,2,2,1096,24,278,None,None,None,None,2495,2,14,24,2495,1,1,1
439,crashr42,shm-latex,2,2,1061,77,154,None,None,None,None,2496,2,59,77,2496,2,3,4
440,roland-wilhelm,cg,2,2,1089,61,148,None,None,None,None,2498,2,35,61,,0,,0
441,elsys,Gotzev_UMLred,1,1,1059,2,537,None,None,None,None,2500,1,2,2,2500,1,1,1
442,Themikuma,SirmaCourse,1,1,1113,62,1132,None,None,None,None,2501,1,62,62,2501,1,6,6
443,Kupoman,conceptparticles,3,3,1063,84,1201,None,None,None,None,2502,3,43,84,2502,1,1,1
444,syawar,breakthrough,2,2,1191,2,511,None,None,None,None,2505,2,1,2,2506,1,1,1
445,mabondaren,Prediction,2,2,1107,120,121,None,None,None,None,2508,2,69,120,2508,1,2,2
446,adril,minesweeper-3000,5,5,1065,61,254,None,None,None,None,2510,5,36,61,2510,1,1,1
447,anair,sipxecs,30,31,3279,5183,32365,None,None,None,None,2515,31,1281,5183,2514,1,1,1
448,rattfieldnz,Java_Projects,2,2,1081,113,1866,None,None,None,None,2545,2,95,113,2545,1,2,2
449,tihanaH,BuildUp,5,5,1063,57,487,None,None,None,None,2547,5,18,57,2547,1,1,1
450,anttisalonen,freekick,1,1,2703,300,997,None,None,None,None,2552,1,300,300,2552,1,2,2
451,Univ-Paris-5-Super-Mario-Project,presentation,4,4,1063,39,28,None,None,None,None,2553,4,20,39,2554,1,1,1
452,javipalanca,spade-doc,2,2,3800,10,2374,None,None,None,None,2557,2,8,10,2557,1,449,449
453,cbmurphy,WCDB-Poseidon,1,1,1066,2,80,None,None,None,None,2559,1,2,2,2559,1,1,1
454,yyl8781697,AjaxFramework,2,2,1063,17,130,None,None,None,None,2561,2,11,17,2560,1,1,1
455,nimid,Knutt,1,1,1087,17,849,None,None,None,None,2562,1,17,17,2562,1,1,1
456,metodski,sirma,1,1,1089,56,1642,None,None,None,None,2563,1,56,56,2563,1,3,3
457,brianium,old-site,1,1,1405,85,601,None,None,None,None,2564,1,85,85,2564,1,3,3
458,pxg,pxg.github.io,6,6,1060,94,321,None,None,None,None,2565,6,49,94,2570,1,2,2
459,joekitch,OOP_JK_Assignment_4,1,1,1063,5,23,None,None,None,None,2571,1,5,5,2571,1,1,1
460,kcecireyes,HW5,5,5,1080,86,32,None,None,None,None,2575,5,41,86,2573,1,1,1
461,uminfaa02,TestViewerDomain,1,1,1060,10,451,None,None,None,None,2577,1,10,10,2577,1,1,1
462,arthurbailao,secret-octo-archer,2,2,1075,39,63,None,None,None,None,2578,2,38,39,2578,1,1,1
463,ziarrek,html5-multi,6,6,1100,140,2461,None,None,None,None,2581,6,63,140,603,1,4,4
464,keukeuanggaraniputri,DokumenTA,3,3,1063,97,638,None,None,None,None,2584,3,55,97,2585,2,2,3
465,prayerslayer,diplomarbeit,1,1,1076,187,212,None,None,None,None,2587,1,187,187,2587,1,2,2
466,burgerdev,unigit,9,9,1245,291,832,None,None,None,None,2594,9,197,291,2594,1,2,2
467,zemelka,projekt,1,1,1131,16,20,None,None,None,None,2597,1,16,16,2597,1,2,2
468,mgawel,Projekt-Sanatorium,4,4,1096,11,17,None,None,None,None,2601,4,6,11,2601,1,2,2
469,smth-emacs,worg-zh,1,1,1060,6,580,None,None,None,None,2602,1,6,6,2602,1,32,32
470,lgatto,roo,3,3,1061,10,51,None,None,None,None,2458,3,8,10,2458,1,1,1
471,xidianpanpei,xidianpanpei.github.io,3,3,601,17,508,None,None,None,None,2603,3,12,17,2603,1,1,1
472,gldpi2,gldpi2,11,15,1060,429,27757,None,None,None,None,761,15,115,429,763,1,1,1
473,betoPuentes,tutos,3,3,1079,8,599,None,None,None,None,2620,3,3,8,2619,1,2,2
474,Metaswitch,pjsip-upstream,17,17,1065,123,2450,None,None,None,None,2628,17,26,123,2622,1,1,1
475,mikebochenek,learning,3,3,1107,381,345,None,None,None,None,2640,3,339,381,2640,1,1,1
476,thaniaclair,orderer,1,1,1059,2,46,None,None,None,None,2642,1,2,2,2642,1,1,1
477,NCIP,cagrid,65,65,3850,33066,167104,None,None,None,None,2651,65,6455,33066,,0,,0
478,orocrm,platform,269,297,1218,40831,31645,None,None,None,None,2756,297,3876,40831,2706,5,7,13
479,OdinAnDieFreude,ZF_Semester_4,2,2,1036,86,127,None,None,None,None,2995,2,85,86,2995,1,2,2
480,dlitvakb,GeoServices,2,2,1660,51,1512,None,None,None,None,2998,2,36,51,2998,2,4,7
