#repo_id,file_id,total_days,author_id,uml_added_days,commits_before,commits_after,author_id2,uml_changed_days,commits_before2,commits_after2,author_id3,uml_changed_days,commits_before3,commits_after3,author_id4,uml_changed_days,commits_before4,commits_after4
1,189,167,1,167,17,0
1,238,167,1,167,17,0
2,247,19,3,0,1,80
2,478,19,3,1,8,73
3,659,22,7,22,17,1
3,662,22,7,22,17,1
4,2144,91,11,91,61,0
5,2199,0,17,0,31,144
6,2359,0,19,0,4,1
7,6456,2281,22,293,365,1583
8,26355,34,116,9,6,63
8,26357,34,116,9,6,63
8,26359,34,116,9,6,63
8,27180,34,118,20,24,45
8,27182,34,118,20,24,45
8,27184,34,118,20,24,45
8,27601,34,121,34,60,9
8,27605,34,121,34,60,9
9,28070,80,143,80,63,29
9,28071,80,143,80,63,29
9,28072,80,143,80,63,29
10,31028,758,147,0,0,26734,147,57,20,26715
10,32769,758,147,57,20,26715
11,54367,41,670,38,6,1
11,54368,41,670,38,6,1
11,54370,41,670,38,6,1
11,54372,41,670,41,7,0
11,54373,41,670,41,7,0
11,54375,41,670,41,7,0
11,54376,41,670,41,7,0
12,54417,9,671,0,2,9
13,54638,57,675,2,7,111,675,9,31,87
14,54783,19,683,4,6,37
15,54914,150,685,25,48,4
16,55350,418,690,127,71,62
17,56860,146,695,126,56,5
17,56862,146,695,126,56,5
18,57017,25,697,24,121,3
19,57067,1,700,1,2,0
20,60005,1218,147,0,0,27390,147,57,20,27371
20,61746,1218,147,57,20,27371
21,86995,1357,147,0,0,63267,147,57,20,63248
21,88736,1357,147,57,20,63248
22,125464,54,1216,52,1,4
22,125472,54,1216,52,2,3
23,126281,3738,1218,583,1441,9533
24,137479,166,1303,0,0,9
25,137663,27,1305,0,1,12
26,139021,28,1306,19,36,16,1306,23,37,15
27,139725,80,1308,76,236,17
28,140281,310,1320,146,190,326,1320,155,201,315
29,140965,291,1324,154,10,27
30,141068,0,1325,0,11,9
31,141192,55,1329,24,31,169,1329,28,99,101
31,141250,55,1340,42,130,70
31,141254,55,1340,42,130,70
31,141256,55,1340,42,130,70
31,141258,55,1340,42,130,70
31,141260,55,1342,42,133,67
31,141261,55,1342,42,133,67
31,141262,55,1342,42,133,67
31,141264,55,1343,42,140,60
31,141266,55,1343,42,140,60
31,141268,55,1343,42,140,60
32,141375,86,1346,3,7,3
33,141694,720,1348,17,139,1
34,143451,1435,1364,1367,90,5
35,144378,37,1367,35,30,6
35,144535,37,1367,35,30,6
35,144798,37,1367,35,31,5
36,147861,1351,147,0,0,77878,147,57,20,77859
36,149602,1351,147,57,20,77859
37,188266,27,1445,7,13,21
