#repo_id,file_id,total_days,author_id,uml_added_days,commits_before,commits_after,author_id2,uml_changed_days,commits_before2,commits_after2,author_id3,uml_changed_days,commits_before3,commits_after3,author_id4,uml_changed_days,commits_before4,commits_after4
1,4,0,2,0,1,0
2,330,341,3,16,119,335,4,34,403,51
4,378,322,15,0,1,9
5,466,1191,16,7,10,678,18,70,395,293
6,2064,33,24,1,4,96,23,9,29,71,23,10,38,62,23,16,66,34,23,23,77,23
6,2100,33,23,16,63,37
6,2101,33,23,16,63,37
6,2113,33,23,23,77,23
7,2307,2109,25,203,16,178
8,2765,828,39,470,225,184
8,2951,828,39,693,363,46
9,4467,0,41,0,0,4
10,5971,896,43,15,1,41
11,6818,0,45,0,0,2
11,6825,0,45,0,0,2
12,7039,0,46,0,1,0
13,8930,33,47,33,10,0
14,20064,54,48,0,0,13
14,25814,54,48,7,2,11
15,27290,100,49,0,0,3
16,28020,208,50,139,17,13
17,29088,201,54,3,7,306
17,29089,201,54,3,7,306
17,29179,201,53,10,17,296
18,31018,2856,62,0,0,66,63,35,17,49,62,153,32,34,62,460,41,25
19,31072,1069,70,34,16,69
20,31379,203,71,0,0,22,71,0,10,12
20,31380,203,71,0,0,22,71,0,10,12
20,31382,203,71,0,0,22,71,0,10,12
20,31416,203,71,0,0,22
20,31419,203,71,0,0,22
20,31433,203,71,0,0,22,71,0,1,21
20,31434,203,71,0,0,22,71,0,2,20,71,0,8,14,71,0,14,8
20,31435,203,71,0,0,22,71,0,2,20,71,0,8,14,71,0,14,8
20,31436,203,71,0,0,22,71,0,1,21,71,0,2,20,71,0,8,14,71,0,10,12,71,0,14,8
20,31478,203,71,0,1,21
20,31480,203,71,0,1,21,71,0,5,17
20,31482,203,71,0,1,21
20,31484,203,71,0,1,21
21,31990,1145,73,349,44,63
21,31992,1145,73,349,44,63
22,32824,523,80,24,69,245
23,33650,0,86,0,4,1
24,33808,675,87,385,75,5
25,33960,92,91,70,140,223
26,34066,32,97,2,5,16
27,52562,2802,143,2207,7052,2429
27,52563,2802,143,2207,7052,2429,160,2671,9017,464
27,52564,2802,143,2207,7052,2429,160,2671,9017,464
27,52565,2802,143,2207,7052,2429,160,2671,9017,464
27,52566,2802,143,2207,7052,2429,160,2671,9017,464
28,61091,671,191,646,7,2
28,61095,671,191,646,7,2
28,61107,671,191,646,7,2
28,61109,671,191,646,7,2
28,61111,671,191,646,7,2
29,69627,1561,277,1325,5302,1653
30,80741,1136,193,993,40,19
31,80892,0,289,0,0,2
32,81260,0,289,0,0,3
33,81504,38,291,38,60,0
34,81521,110,293,18,12,242,293,19,30,224,293,21,42,212
35,83258,6,296,5,28,19
35,83259,6,296,5,28,19
35,83261,6,296,6,33,14
36,84748,1046,298,237,66,114,298,806,136,44
37,85046,273,301,17,5,4,301,17,6,3
38,90874,9,305,0,0,5
40,102135,2022,357,1341,9424,3876
41,115105,1487,357,1341,5580,399
42,115293,110,398,75,60,28
