"#uml_file, file_path, file_url, file_id, repo_id, repo_user, repo_name, author, commiter, modifications, repo_age, file_age, commits_before, commits_after"
OCLforUML.profile.uml,plugins/org.eclipse.ocl.pivot.uml/model/OCLforUML.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl.pivot.uml/model/OCLforUML.profile.uml,246762,16,eclipse,ocl,88,88,2,3812,321,8181,755
Infrastructure.uml,plugins/org.eclipse.ocl.pivot/model/Infrastructure.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl.pivot/model/Infrastructure.uml,232724,16,eclipse,ocl,88,88,15,3812,809,6667,2269
MDTOCL.uml,plugins/org.eclipse.ocl.pivot/model/MDTOCL.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl.pivot/model/MDTOCL.uml,239683,16,eclipse,ocl,88,88,1,3812,485,7653,1283
OCL.uml,plugins/org.eclipse.ocl.pivot/model/OCL.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl.pivot/model/OCL.uml,239684,16,eclipse,ocl,88,88,8,3812,485,7653,1283
OCLUML.uml,plugins/org.eclipse.ocl.uml/model/OCLUML.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl.uml/model/OCLUML.uml,212473,16,eclipse,ocl,137,137,10,3812,3357,277,8659
oclstdlib.uml,plugins/org.eclipse.ocl.uml/model/oclstdlib.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl.uml/model/oclstdlib.uml,212474,16,eclipse,ocl,137,137,9,3812,3357,277,8659
OCL.uml,plugins/org.eclipse.ocl/model/OCL.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl/model/OCL.uml,212683,16,eclipse,ocl,137,137,10,3812,3351,304,8632
OCLCST.uml,plugins/org.eclipse.ocl/model/OCLCST.uml,https://raw.githubusercontent.com/eclipse/ocl/master/plugins/org.eclipse.ocl/model/OCLCST.uml,212997,16,eclipse,ocl,137,137,13,3812,3252,553,8383
Bug413600.uml,tests/org.eclipse.ocl.examples.consumers.tests/src/org/eclipse/ocl/examples/consumers/tests/models/Bug413600.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.consumers.tests/src/org/eclipse/ocl/examples/consumers/tests/models/Bug413600.uml,241584,16,eclipse,ocl,88,88,0,3812,434,7881,1055
umlrt.profile.uml,tests/org.eclipse.ocl.examples.consumers.tests/src/org/eclipse/ocl/examples/consumers/tests/models/umlrt.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.consumers.tests/src/org/eclipse/ocl/examples/consumers/tests/models/umlrt.profile.uml,233038,16,eclipse,ocl,88,88,1,3812,763,6762,2174
Fruit.uml,tests/org.eclipse.ocl.examples.xtext.tests/model/Fruit.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/model/Fruit.uml,222916,16,eclipse,ocl,141,141,0,3812,1800,3991,4945
Internationalized.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/model/Internationalized.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/model/Internationalized.profile.uml,228078,16,eclipse,ocl,88,88,8,3812,1315,5642,3294
InternationalizedClasses.uml,tests/org.eclipse.ocl.examples.xtext.tests/model/InternationalizedClasses.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/model/InternationalizedClasses.uml,228080,16,eclipse,ocl,88,88,8,3812,1315,5642,3294
StateMachines.uml,tests/org.eclipse.ocl.examples.xtext.tests/model/StateMachines.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/model/StateMachines.uml,228873,16,eclipse,ocl,89,88,1,3812,1192,5827,3109
Bug404882.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug404882.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug404882.uml,234723,16,eclipse,ocl,88,88,0,3812,658,7151,1785
Bug408990.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug408990.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug408990.profile.uml,231340,16,eclipse,ocl,89,89,1,3812,1046,6149,2787
Bug408990.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug408990.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug408990.uml,231341,16,eclipse,ocl,89,89,0,3812,1046,6149,2787
Bug431638.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug431638.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug431638.profile.uml,233686,16,eclipse,ocl,88,88,0,3812,714,6903,2033
Bug431638.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug431638.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug431638.uml,233687,16,eclipse,ocl,88,88,0,3812,714,6903,2033
Bug434356.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434356.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434356.profile.uml,234034,16,eclipse,ocl,88,88,0,3812,687,7027,1909
Bug434356.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434356.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434356.uml,234035,16,eclipse,ocl,88,88,0,3812,687,7027,1909
Bug434433.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434433.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434433.profile.uml,234020,16,eclipse,ocl,88,88,0,3812,697,6999,1937
Bug434433.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434433.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug434433.uml,234021,16,eclipse,ocl,88,88,0,3812,697,6999,1937
Bug436945.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug436945.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug436945.uml,234712,16,eclipse,ocl,88,88,1,3812,660,7132,1804
Bug446007.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug446007.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug446007.profile.uml,241627,16,eclipse,ocl,88,88,1,3812,399,7982,954
Bug446007.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug446007.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug446007.uml,241628,16,eclipse,ocl,88,88,1,3812,399,7982,954
Bug448470.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug448470.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug448470.profile.uml,251718,16,eclipse,ocl,88,88,0,3812,522,7525,1411
Bug448470.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug448470.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug448470.uml,251719,16,eclipse,ocl,88,88,0,3812,522,7525,1411
Bug452621.profile.uml,tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug452621.profile.uml,https://raw.githubusercontent.com/eclipse/ocl/master/tests/org.eclipse.ocl.examples.xtext.tests/src/org/eclipse/ocl/examples/pivot/tests/models/Bug452621.profile.uml,237147,16,eclipse,ocl,88,88,1,3812,498,7619,1317
